NAME,state,county,block,tract,GEOID20,Pre K (Ages 0-5),Elementary (Ages 6-12),Teenage (Ages 13-18),18 and younger,Young Adult (Ages 19-29),Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,Ages 55+,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - Pre K (Ages 0-5),Pop. Density - Elementary (Ages 6-12),Pop. Density - Teenage (Ages 13-18),Pop. Density - 18 and younger,Pop. Density - Young Adult (Ages 19-29),Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Ages 55+,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - White,Pop. Density - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 4025, Block Group 4, Census Tract 11.02, Mesa County, Colorado",08,077,4025,001102,080770011024025,4,3,3,10,0,2,0,0,5,6,4,15,27,10,7,4,1,27,25,2,27,27,0,0,0,0,0,0,0,0,9860.0,0.0,0.003806946,7092.3,1050.7,788.0,788.0,2626.8,0.0,525.4,0.0,0.0,1313.4,1576.1,1050.7,3940.2,7092.3,2626.8,1838.7,1050.7,262.7,6566.9,525.4,7092.3,7092.3,0.0,0.0,0.0,0.0,0.0,0.0
"Block 4026, Block Group 4, Census Tract 11.02, Mesa County, Colorado",08,077,4026,001102,080770011024026,8,0,1,9,0,0,3,0,9,0,0,9,21,9,2,1,0,21,19,2,21,15,0,0,2,0,0,4,4,0,44193.0,0.0,0.0170629173,1230.7,468.9,0.0,58.6,527.5,0.0,0.0,175.8,0.0,527.5,0.0,0.0,527.5,1230.7,527.5,117.2,58.6,0.0,1113.5,117.2,1230.7,879.1,0.0,0.0,117.2,0.0,0.0,234.4
"Block 4027, Block Group 4, Census Tract 11.02, Mesa County, Colorado",08,077,4027,001102,080770011024027,6,7,13,26,6,2,11,18,27,0,6,47,95,25,37,19,7,95,92,3,95,88,2,2,0,0,2,1,1,1,135287.0,0.0,0.0522343107,1818.7,114.9,134.0,248.9,497.8,114.9,38.3,210.6,344.6,516.9,0.0,114.9,899.8,1818.7,478.6,708.3,363.7,134.0,1761.3,57.4,1818.7,1684.7,38.3,38.3,0.0,0.0,38.3,19.1
"Block 4028, Block Group 4, Census Tract 11.02, Mesa County, Colorado",08,077,4028,001102,080770011024028,7,2,4,13,5,13,9,7,10,17,8,41,82,13,39,13,11,82,76,6,82,77,0,0,0,0,0,5,5,0,52846.0,0.0,0.0204038406,4018.9,343.1,98.0,196.0,637.1,245.1,637.1,441.1,343.1,490.1,833.2,392.1,2009.4,4018.9,637.1,1911.4,637.1,539.1,3724.8,294.1,4018.9,3773.8,0.0,0.0,0.0,0.0,0.0,245.1
"Block 4029, Block Group 4, Census Tract 11.02, Mesa County, Colorado",08,077,4029,001102,080770011024029,8,17,11,36,6,16,21,29,16,20,8,66,151,36,61,16,16,151,141,10,151,142,1,0,2,0,0,6,6,7,74606.0,0.0,0.028805376599999998,5242.1,277.7,590.2,381.9,1249.8,208.3,555.5,729.0,1006.8,555.5,694.3,277.7,2291.2,5242.1,1249.8,2117.7,555.5,555.5,4894.9,347.2,5242.1,4929.6,34.7,0.0,69.4,0.0,0.0,208.3
"Block 4030, Block Group 4, Census Tract 11.02, Mesa County, Colorado",08,077,4030,001102,080770011024030,3,1,1,5,0,8,1,3,0,5,0,5,22,4,3,1,0,22,18,4,22,19,0,0,0,0,1,2,2,0,9710.0,0.0,0.003749031,5868.2,800.2,266.7,266.7,1333.7,0.0,2133.9,266.7,800.2,0.0,1333.7,0.0,1333.7,5868.2,1066.9,800.2,266.7,0.0,4801.2,1066.9,5868.2,5068.0,0.0,0.0,0.0,0.0,266.7,533.5
"Block 4031, Block Group 4, Census Tract 11.02, Mesa County, Colorado",08,077,4031,001102,080770011024031,1,9,4,14,11,9,10,1,7,13,0,21,65,14,25,8,11,65,63,2,65,61,0,0,0,0,2,2,2,6,23226.0,0.0,0.0089675586,7248.3,111.5,1003.6,446.1,1561.2,1226.6,1003.6,1115.1,111.5,780.6,1449.7,0.0,2341.8,7248.3,1561.2,2787.8,892.1,1226.6,7025.3,223.0,7248.3,6802.3,0.0,0.0,0.0,0.0,223.0,223.0
"Block 2026, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2026,000802,080770008022026,3,7,8,18,16,14,6,9,5,9,1,18,78,16,35,8,17,78,64,14,78,59,0,0,1,0,5,13,13,1,22787.0,0.0,0.0087980607,8865.6,341.0,795.6,909.3,2045.9,1818.6,1591.3,682.0,1023.0,568.3,1023.0,113.7,2045.9,8865.6,1818.6,3978.1,909.3,1932.2,7274.3,1591.3,8865.6,6706.0,0.0,0.0,113.7,0.0,568.3,1477.6
"Block 2027, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2027,000802,080770008022027,3,6,17,26,2,17,12,11,10,0,0,14,78,23,29,7,12,78,67,11,78,66,0,1,0,0,2,9,9,10,32042.0,0.0,0.0123714162,6304.9,242.5,485.0,1374.1,2101.6,161.7,1374.1,970.0,889.1,808.3,0.0,0.0,1131.6,6304.9,1859.1,2344.1,565.8,970.0,5415.7,889.1,6304.9,5334.9,0.0,80.8,0.0,0.0,161.7,727.5
"Block 2028, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2028,000802,080770008022028,13,1,3,17,4,3,22,24,6,9,0,33,85,17,40,5,15,85,72,13,85,61,4,4,3,0,4,9,9,0,31311.0,0.0,0.0120891771,7031.1,1075.3,82.7,248.2,1406.2,330.9,248.2,1819.8,1985.2,496.3,744.5,0.0,2729.7,7031.1,1406.2,3308.7,413.6,1240.8,5955.7,1075.3,7031.1,5045.8,330.9,330.9,248.2,0.0,330.9,744.5
"Block 2029, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2029,000802,080770008022029,5,4,0,9,1,2,7,1,0,6,3,10,29,9,16,4,2,29,17,12,29,25,0,1,0,0,0,3,3,0,11421.0,0.0,0.0044096481,6576.5,1133.9,907.1,0.0,2041.0,226.8,453.6,1587.4,226.8,0.0,1360.7,680.3,2267.8,6576.5,2041.0,3628.4,907.1,453.6,3855.2,2721.3,6576.5,5669.4,0.0,226.8,0.0,0.0,0.0,680.3
"Block 2030, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2030,000802,080770008022030,9,3,9,21,0,7,4,8,2,17,1,25,60,21,22,5,5,60,42,18,60,47,2,0,0,0,2,9,9,0,15810.0,0.0,0.006104241,9829.2,1474.4,491.5,1474.4,3440.2,0.0,1146.7,655.3,1310.6,327.6,2784.9,163.8,4095.5,9829.2,3440.2,3604.1,819.1,819.1,6880.5,2948.8,9829.2,7699.6,327.6,0.0,0.0,0.0,327.6,1474.4
"Block 2031, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2031,000802,080770008022031,0,9,4,13,10,1,5,5,9,0,0,14,43,10,19,2,10,43,29,14,43,32,0,1,0,0,2,8,8,0,13289.0,0.0,0.0051308829,8380.6,0.0,1754.1,779.6,2533.7,1949.0,194.9,974.5,974.5,1754.1,0.0,0.0,2728.6,8380.6,1949.0,3703.1,389.8,1949.0,5652.0,2728.6,8380.6,6236.7,0.0,194.9,0.0,0.0,389.8,1559.2
"Block 2032, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2032,000802,080770008022032,3,3,8,14,6,0,12,5,16,2,1,24,56,14,16,8,2,56,54,2,56,46,0,0,0,0,0,10,10,0,87983.0,0.0,0.0339702363,1648.5,88.3,88.3,235.5,412.1,176.6,0.0,353.3,147.2,471.0,58.9,29.4,706.5,1648.5,412.1,471.0,235.5,58.9,1589.6,58.9,1648.5,1354.1,0.0,0.0,0.0,0.0,0.0,294.4
"Block 2033, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2033,000802,080770008022033,0,6,3,9,6,1,7,3,7,1,0,11,34,9,9,2,2,34,26,8,34,23,0,0,3,0,3,5,5,0,11383.0,0.0,0.0043949763,7736.1,0.0,1365.2,682.6,2047.8,1365.2,227.5,1592.7,682.6,1592.7,227.5,0.0,2502.9,7736.1,2047.8,2047.8,455.1,455.1,5915.8,1820.3,7736.1,5233.2,0.0,0.0,682.6,0.0,682.6,1137.7
"Block 2034, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2034,000802,080770008022034,2,5,3,10,12,3,4,7,0,0,0,0,36,10,13,7,2,36,25,11,36,22,0,0,2,0,9,3,3,0,14357.0,0.0,0.0055432377,6494.4,360.8,902.0,541.2,1804.0,2164.8,541.2,721.6,1262.8,0.0,0.0,0.0,0.0,6494.4,1804.0,2345.2,1262.8,360.8,4510.0,1984.4,6494.4,3968.8,0.0,0.0,360.8,0.0,1623.6,541.2
"Block 2035, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2035,000802,080770008022035,3,4,6,13,2,3,9,4,0,0,0,0,31,11,8,0,1,31,13,18,31,12,1,0,0,0,9,9,9,0,14269.0,0.0,0.0055092609,5626.9,544.5,726.1,1089.1,2359.7,363.0,544.5,1633.6,726.1,0.0,0.0,0.0,0.0,5626.9,1996.6,1452.1,0.0,181.5,2359.7,3267.2,5626.9,2178.2,181.5,0.0,0.0,0.0,1633.6,1633.6
"Block 2036, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2036,000802,080770008022036,3,20,1,24,15,15,8,4,4,1,0,6,67,23,17,2,3,67,51,16,67,45,0,1,0,0,8,13,13,0,12180.0,0.0,0.004702698,14247.1,637.9,4252.9,212.6,5103.5,3189.7,3189.7,1701.2,850.6,850.6,212.6,0.0,1275.9,14247.1,4890.8,3614.9,425.3,637.9,10844.8,3402.3,14247.1,9569.0,0.0,212.6,0.0,0.0,1701.2,2764.4
"Block 2037, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2037,000802,080770008022037,8,5,5,18,9,15,7,0,6,1,2,9,55,18,22,13,2,55,30,25,55,31,0,0,0,0,19,5,5,1,8903.0,0.0,0.0034374483,16000.2,2327.3,1454.6,1454.6,5236.4,2618.2,4363.7,2036.4,0.0,1745.5,290.9,581.8,2618.2,16000.2,5236.4,6400.1,3781.9,581.8,8727.4,7272.8,16000.2,9018.3,0.0,0.0,0.0,0.0,5527.4,1454.6
"Block 2038, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2038,000802,080770008022038,0,7,0,7,3,0,4,1,1,0,0,2,16,7,9,8,0,16,10,6,16,10,0,3,0,0,1,2,2,0,9129.0,0.0,0.0035247069,4539.4,0.0,1986.0,0.0,1986.0,851.1,0.0,1134.8,283.7,283.7,0.0,0.0,567.4,4539.4,1986.0,2553.4,2269.7,0.0,2837.1,1702.3,4539.4,2837.1,0.0,851.1,0.0,0.0,283.7,567.4
"Block 2039, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2039,000802,080770008022039,1,2,0,3,3,6,0,1,2,1,0,3,16,3,3,2,0,16,13,3,16,7,1,0,1,2,3,2,2,0,14558.0,0.0,0.0056208438,2846.5,177.9,355.8,0.0,533.7,533.7,1067.5,0.0,177.9,355.8,177.9,0.0,533.7,2846.5,533.7,533.7,355.8,0.0,2312.8,533.7,2846.5,1245.4,177.9,0.0,177.9,355.8,533.7,355.8
"Block 4030, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4030,001504,080770015044030,1,4,2,7,16,1,1,2,0,2,1,3,30,6,11,3,2,30,16,14,30,16,1,0,0,0,7,6,6,0,15582.0,0.0,0.0060162102,4986.5,166.2,664.9,332.4,1163.5,2659.5,166.2,166.2,332.4,0.0,332.4,166.2,498.7,4986.5,997.3,1828.4,498.7,332.4,2659.5,2327.0,4986.5,2659.5,166.2,0.0,0.0,0.0,1163.5,997.3
"Block 4027, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4027,001504,080770015044027,4,3,3,10,6,7,0,2,5,0,0,5,30,10,15,6,1,30,21,9,30,22,2,1,0,0,0,5,5,0,15013.0,0.0,0.0057965193,5175.5,690.1,517.6,517.6,1725.2,1035.1,1207.6,0.0,345.0,862.6,0.0,0.0,862.6,5175.5,1725.2,2587.8,1035.1,172.5,3622.9,1552.7,5175.5,3795.4,345.0,172.5,0.0,0.0,0.0,862.6
"Block 4028, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4028,001504,080770015044028,1,0,6,7,10,0,0,6,3,5,0,8,28,1,10,1,0,28,17,11,28,13,0,1,0,0,4,10,10,0,14943.0,0.0,0.0057694923,4853.1,173.3,0.0,1040.0,1213.3,1733.3,0.0,0.0,1040.0,520.0,866.6,0.0,1386.6,4853.1,173.3,1733.3,173.3,0.0,2946.5,1906.6,4853.1,2253.2,0.0,173.3,0.0,0.0,693.3,1733.3
"Block 4029, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4029,001504,080770015044029,0,1,0,1,0,0,0,1,5,2,0,8,9,1,12,2,5,9,7,2,9,7,0,0,0,0,0,2,2,0,14938.0,0.0,0.0057675618,1560.5,0.0,173.4,0.0,173.4,0.0,0.0,0.0,173.4,866.9,346.8,0.0,1387.1,1560.5,173.4,2080.6,346.8,866.9,1213.7,346.8,1560.5,1213.7,0.0,0.0,0.0,0.0,0.0,346.8
"Block 4031, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4031,001504,080770015044031,1,3,3,7,3,7,7,1,2,5,0,8,32,7,7,7,0,32,25,7,32,17,0,0,0,0,5,10,10,0,15230.0,0.0,0.005880303,5441.9,170.1,510.2,510.2,1190.4,510.2,1190.4,1190.4,170.1,340.1,850.3,0.0,1360.5,5441.9,1190.4,1190.4,1190.4,0.0,4251.5,1190.4,5441.9,2891.0,0.0,0.0,0.0,0.0,850.3,1700.6
"Block 4032, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4032,001504,080770015044032,2,2,0,4,0,0,5,2,4,0,0,4,15,4,14,7,7,15,13,2,15,13,0,0,0,0,1,1,1,0,15067.0,0.0,0.0058173687,2578.5,343.8,343.8,0.0,687.6,0.0,0.0,859.5,343.8,687.6,0.0,0.0,687.6,2578.5,687.6,2406.6,1203.3,1203.3,2234.7,343.8,2578.5,2234.7,0.0,0.0,0.0,0.0,171.9,171.9
"Block 4033, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4033,001504,080770015044033,2,1,5,8,5,3,1,3,2,1,4,7,27,8,14,10,1,27,23,4,27,25,0,1,0,0,0,1,1,0,15384.0,0.0,0.0059397624,4545.6,336.7,168.4,841.8,1346.9,841.8,505.1,168.4,505.1,336.7,168.4,673.4,1178.5,4545.6,1346.9,2357.0,1683.6,168.4,3872.2,673.4,4545.6,4208.9,0.0,168.4,0.0,0.0,0.0,168.4
"Block 4034, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4034,001504,080770015044034,5,1,3,9,3,7,0,0,1,2,0,3,22,9,7,6,1,22,17,5,22,20,0,0,0,0,1,1,1,0,16303.0,0.0,0.0062945883,3495.1,794.3,158.9,476.6,1429.8,476.6,1112.1,0.0,0.0,158.9,317.7,0.0,476.6,3495.1,1429.8,1112.1,953.2,158.9,2700.7,794.3,3495.1,3177.3,0.0,0.0,0.0,0.0,158.9,158.9
"Block 4035, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4035,001504,080770015044035,4,2,0,6,8,4,2,2,3,2,3,9,30,6,8,2,4,30,26,4,30,24,0,0,0,0,4,2,2,2,15911.0,0.0,0.0061432371,4883.4,651.1,325.6,0.0,976.7,1302.2,651.1,325.6,325.6,488.3,325.6,488.3,1465.0,4883.4,976.7,1302.2,325.6,651.1,4232.3,651.1,4883.4,3906.7,0.0,0.0,0.0,0.0,651.1,325.6
"Block 4036, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4036,001504,080770015044036,3,0,0,3,1,3,6,0,5,1,2,8,21,3,10,2,7,21,20,1,21,16,0,0,0,0,0,5,5,0,16054.0,0.0,0.0061984494,3387.9,484.0,0.0,0.0,484.0,161.3,484.0,968.0,0.0,806.7,161.3,322.7,1290.6,3387.9,484.0,1613.3,322.7,1129.3,3226.6,161.3,3387.9,2581.3,0.0,0.0,0.0,0.0,0.0,806.7
"Block 4037, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4037,001504,080770015044037,3,2,2,7,13,2,0,4,8,12,0,22,46,7,16,5,6,46,37,9,46,30,0,0,1,0,4,11,11,5,25074.0,0.0,0.0096810714,4751.5,309.9,206.6,206.6,723.1,1342.8,206.6,0.0,413.2,826.4,1239.5,0.0,2272.5,4751.5,723.1,1652.7,516.5,619.8,3821.9,929.6,4751.5,3098.8,0.0,0.0,103.3,0.0,413.2,1136.2
"Block 4038, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4038,001504,080770015044038,7,3,6,16,8,5,13,17,13,6,0,29,78,15,30,10,8,78,71,7,78,62,0,0,0,0,4,12,12,1,41547.0,0.0,0.0160412967,4862.4,436.4,187.0,374.0,997.4,498.7,311.7,810.4,1059.8,810.4,374.0,0.0,1807.8,4862.4,935.1,1870.2,623.4,498.7,4426.1,436.4,4862.4,3865.0,0.0,0.0,0.0,0.0,249.4,748.1
"Block 4039, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4039,001504,080770015044039,19,6,17,42,43,32,25,22,7,0,2,27,169,41,87,32,23,169,145,24,169,143,2,0,0,0,11,13,13,0,169541.0,0.0,0.0654597801,2581.7,290.3,91.7,259.7,641.6,656.9,488.8,381.9,336.1,106.9,0.0,30.6,412.5,2581.7,626.3,1329.1,488.8,351.4,2215.1,366.6,2581.7,2184.5,30.6,0.0,0.0,0.0,168.0,198.6
"Block 4040, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4040,001504,080770015044040,9,3,3,15,2,11,0,0,7,2,1,10,38,15,16,1,8,38,25,13,38,31,0,1,0,0,4,2,2,0,14188.0,0.0,0.0054779868,6936.9,1642.9,547.6,547.6,2738.2,365.1,2008.0,0.0,0.0,1277.8,365.1,182.5,1825.5,6936.9,2738.2,2920.8,182.5,1460.4,4563.7,2373.1,6936.9,5659.0,0.0,182.5,0.0,0.0,730.2,365.1
"Block 4041, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4041,001504,080770015044041,2,7,12,21,0,5,9,6,5,5,0,10,51,21,13,5,5,51,41,10,51,40,0,0,0,0,3,8,8,0,4097.0,0.0,0.0015818517,32240.7,1264.3,4425.2,7586.0,13275.6,0.0,3160.9,5689.5,3793.0,3160.9,3160.9,0.0,6321.7,32240.7,13275.6,8218.2,3160.9,3160.9,25919.0,6321.7,32240.7,25286.8,0.0,0.0,0.0,0.0,1896.5,5057.4
"Block 4042, Block Group 4, Census Tract 15.04, Mesa County, Colorado",08,077,4042,001504,080770015044042,2,2,0,4,3,0,0,2,0,0,0,2,9,4,2,2,0,9,9,0,9,5,0,1,0,0,0,3,3,0,17144.0,0.0,0.0066192984,1359.7,302.1,302.1,0.0,604.3,453.2,0.0,0.0,302.1,0.0,0.0,0.0,302.1,1359.7,604.3,302.1,302.1,0.0,1359.7,0.0,1359.7,755.4,0.0,151.1,0.0,0.0,0.0,453.2
"Block 1000, Block Group 1, Census Tract 16, Mesa County, Colorado",08,077,1000,001600,080770016001000,0,7,8,15,3,21,3,4,19,11,0,30,76,15,32,11,12,76,76,0,76,75,0,0,0,0,0,1,1,1,1183962.0,0.0,0.45712772819999997,166.3,0.0,15.3,17.5,32.8,6.6,45.9,6.6,8.8,41.6,24.1,0.0,65.6,166.3,32.8,70.0,24.1,26.3,166.3,0.0,166.3,164.1,0.0,0.0,0.0,0.0,0.0,2.2
"Block 1015, Block Group 1, Census Tract 7, Mesa County, Colorado",08,077,1015,000700,080770007001015,0,0,1,1,5,4,1,2,2,0,0,3,15,1,5,1,2,15,10,5,15,9,2,0,0,0,0,4,4,0,19604.0,0.0,0.0075691044,1981.7,0.0,0.0,132.1,132.1,660.6,528.5,132.1,264.2,264.2,0.0,0.0,396.3,1981.7,132.1,660.6,132.1,264.2,1321.2,660.6,1981.7,1189.0,264.2,0.0,0.0,0.0,0.0,528.5
"Block 1016, Block Group 1, Census Tract 7, Mesa County, Colorado",08,077,1016,000700,080770007001016,15,31,15,61,53,63,54,46,26,18,9,84,330,59,114,42,26,330,253,77,330,260,1,14,3,0,15,37,37,0,380335.0,0.0,0.1468473435,2247.2,102.1,211.1,102.1,415.4,360.9,429.0,367.7,313.3,177.1,122.6,61.3,572.0,2247.2,401.8,776.3,286.0,177.1,1722.9,524.4,2247.2,1770.5,6.8,95.3,20.4,0.0,102.1,252.0
"Block 1017, Block Group 1, Census Tract 7, Mesa County, Colorado",08,077,1017,000700,080770007001017,5,2,3,10,10,2,5,9,0,0,0,8,35,10,9,3,2,35,24,11,35,15,2,2,0,0,8,8,8,0,18960.0,0.0,0.007320456,4781.1,683.0,273.2,409.8,1366.0,1366.0,273.2,683.0,1229.4,0.0,0.0,0.0,1092.8,4781.1,1366.0,1229.4,409.8,273.2,3278.5,1502.6,4781.1,2049.1,273.2,273.2,0.0,0.0,1092.8,1092.8
"Block 1019, Block Group 1, Census Tract 7, Mesa County, Colorado",08,077,1019,000700,080770007001019,72,73,66,211,168,118,76,61,71,16,1,122,709,196,276,76,61,709,243,466,709,365,5,8,0,2,206,123,123,6,574340.0,0.0,0.221752674,3197.3,324.7,329.2,297.6,951.5,757.6,532.1,342.7,275.1,320.2,72.2,4.5,550.2,3197.3,883.9,1244.6,342.7,275.1,1095.8,2101.4,3197.3,1646.0,22.5,36.1,0.0,9.0,929.0,554.7
"Block 1021, Block Group 1, Census Tract 7, Mesa County, Colorado",08,077,1021,000700,080770007001021,0,7,7,14,15,2,7,10,11,8,1,26,68,14,22,7,7,68,43,25,68,51,0,0,1,0,13,3,3,0,21624.0,0.0,0.008349026399999999,8144.7,0.0,838.4,838.4,1676.8,1796.6,239.5,838.4,1197.7,1317.5,958.2,119.8,3114.1,8144.7,1676.8,2635.0,838.4,838.4,5150.3,2994.4,8144.7,6108.5,0.0,0.0,119.8,0.0,1557.1,359.3
"Block 2001, Block Group 2, Census Tract 7, Mesa County, Colorado",08,077,2001,000700,080770007002001,1,4,3,8,0,0,3,1,0,0,0,0,12,8,1,1,0,12,11,1,12,11,0,0,0,0,1,0,0,0,88455.0,0.0,0.0341524755,351.4,29.3,117.1,87.8,234.2,0.0,0.0,87.8,29.3,0.0,0.0,0.0,0.0,351.4,234.2,29.3,29.3,0.0,322.1,29.3,351.4,322.1,0.0,0.0,0.0,0.0,29.3,0.0
"Block 2003, Block Group 2, Census Tract 7, Mesa County, Colorado",08,077,2003,000700,080770007002003,4,5,1,10,23,24,7,15,5,0,0,15,81,10,56,6,2,81,78,3,81,73,2,0,1,0,0,5,5,2,43316.0,0.0,0.0167243076,4843.2,239.2,299.0,59.8,597.9,1375.2,1435.0,418.6,896.9,299.0,0.0,0.0,896.9,4843.2,597.9,3348.4,358.8,119.6,4663.9,179.4,4843.2,4364.9,119.6,0.0,59.8,0.0,0.0,299.0
"Block 2005, Block Group 2, Census Tract 7, Mesa County, Colorado",08,077,2005,000700,080770007002005,29,50,21,100,44,11,38,5,2,3,10,19,211,98,96,35,24,211,178,33,211,176,0,4,0,5,16,10,10,0,39169.0,0.0,0.0151231509,13952.1,1917.6,3306.2,1388.6,6612.4,2909.4,727.4,2512.7,330.6,132.2,198.4,661.2,1256.4,13952.1,6480.1,6347.9,2314.3,1587.0,11770.0,2182.1,13952.1,11637.8,0.0,264.5,0.0,330.6,1058.0,661.2
"Block 4021, Block Group 4, Census Tract 4, Mesa County, Colorado",08,077,4021,000400,080770004004021,2,6,0,8,0,2,0,1,0,0,0,1,11,8,2,0,1,11,7,4,11,8,0,0,0,0,0,3,3,0,374766.0,0.0,0.1446971526,76.0,13.8,41.5,0.0,55.3,0.0,13.8,0.0,6.9,0.0,0.0,0.0,6.9,76.0,55.3,13.8,0.0,6.9,48.4,27.6,76.0,55.3,0.0,0.0,0.0,0.0,0.0,20.7
"Block 4024, Block Group 4, Census Tract 4, Mesa County, Colorado",08,077,4024,000400,080770004004024,4,3,8,15,12,5,4,2,6,15,0,23,58,15,15,5,2,58,20,38,58,24,0,1,0,0,7,26,26,0,8762.0,0.0,0.0033830082,17144.5,1182.4,886.8,2364.8,4433.9,3547.1,1478.0,1182.4,591.2,1773.6,4433.9,0.0,6798.7,17144.5,4433.9,4433.9,1478.0,591.2,5911.9,11232.6,17144.5,7094.3,0.0,295.6,0.0,0.0,2069.2,7685.5
"Block 1000, Block Group 1, Census Tract 5, Mesa County, Colorado",08,077,1000,000500,080770005001000,0,0,1,1,1,3,2,1,4,0,0,4,12,0,5,1,3,12,6,6,12,7,0,3,0,0,0,2,2,0,45448.0,0.0,0.017547472799999998,683.9,0.0,0.0,57.0,57.0,57.0,171.0,114.0,57.0,228.0,0.0,0.0,228.0,683.9,0.0,284.9,57.0,171.0,341.9,341.9,683.9,398.9,0.0,171.0,0.0,0.0,0.0,114.0
"Block 1001, Block Group 1, Census Tract 5, Mesa County, Colorado",08,077,1001,000500,080770005001001,19,13,9,41,24,19,16,9,10,16,62,92,197,40,67,25,9,197,174,23,197,159,7,1,4,1,6,19,19,0,156432.0,0.0,0.060398395199999996,3261.7,314.6,215.2,149.0,678.8,397.4,314.6,264.9,149.0,165.6,264.9,1026.5,1523.2,3261.7,662.3,1109.3,413.9,149.0,2880.9,380.8,3261.7,2632.5,115.9,16.6,66.2,16.6,99.3,314.6
"Block 1002, Block Group 1, Census Tract 5, Mesa County, Colorado",08,077,1002,000500,080770005001002,5,8,3,16,28,22,6,4,12,31,31,78,149,14,126,11,73,149,136,13,149,129,14,0,0,0,1,5,5,5,48299.0,0.0,0.0186482439,7990.0,268.1,429.0,160.9,858.0,1501.5,1179.7,321.7,214.5,643.5,1662.4,1662.4,4182.7,7990.0,750.7,6756.7,589.9,3914.6,7292.9,697.1,7990.0,6917.5,750.7,0.0,0.0,0.0,53.6,268.1
"Block 1004, Block Group 1, Census Tract 5, Mesa County, Colorado",08,077,1004,000500,080770005001004,3,6,2,11,33,12,6,4,37,26,35,100,164,11,143,19,84,164,152,12,164,145,2,0,0,2,0,15,15,2,70941.0,0.0,0.0273903201,5987.5,109.5,219.1,73.0,401.6,1204.8,438.1,219.1,146.0,1350.8,949.2,1277.8,3650.9,5987.5,401.6,5220.8,693.7,3066.8,5549.4,438.1,5987.5,5293.8,73.0,0.0,0.0,73.0,0.0,547.6
"Block 1005, Block Group 1, Census Tract 5, Mesa County, Colorado",08,077,1005,000500,080770005001005,2,18,1,21,101,15,12,10,59,72,21,160,301,21,225,14,140,301,252,49,301,266,1,0,0,0,15,19,19,2,79583.0,0.0,0.0307269963,9795.9,65.1,585.8,32.5,683.4,3287.0,488.2,390.5,325.4,1920.1,2343.2,683.4,5207.1,9795.9,683.4,7322.6,455.6,4556.3,8201.3,1594.7,9795.9,8656.9,32.5,0.0,0.0,0.0,488.2,618.3
