NAME,state,county,block,tract,GEOID20,Pre K (Ages 0-5),Elementary (Ages 6-12),Teenage (Ages 13-18),18 and younger,Young Adult (Ages 19-29),Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,Ages 55+,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - Pre K (Ages 0-5),Pop. Density - Elementary (Ages 6-12),Pop. Density - Teenage (Ages 13-18),Pop. Density - 18 and younger,Pop. Density - Young Adult (Ages 19-29),Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Ages 55+,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - White,Pop. Density - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 3044, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3044,001502,080770015023044,0,0,0,0,0,0,9,3,0,5,0,8,17,0,5,5,1,17,12,5,17,12,0,0,0,0,1,4,4,0,24983058.0,0.0,9.645958693799999,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.5,0.0,0.8,1.8,0.0,0.5,0.5,0.1,1.2,0.5,1.8,1.2,0.0,0.0,0.0,0.0,0.1,0.4
"Block 3041, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3041,001502,080770015023041,0,0,5,5,1,0,0,0,1,0,0,1,7,0,1,0,0,7,6,1,7,6,0,0,0,0,1,0,0,0,21133.0,0.0,0.0081594513,857.9,0.0,0.0,612.8,612.8,122.6,0.0,0.0,0.0,122.6,0.0,0.0,122.6,857.9,0.0,122.6,0.0,0.0,735.3,122.6,857.9,735.3,0.0,0.0,0.0,0.0,122.6,0.0
"Block 3042, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3042,001502,080770015023042,6,1,2,9,4,2,0,0,7,0,0,7,22,9,7,0,7,22,21,1,22,20,1,0,0,0,1,0,0,0,3294651.0,0.0,1.2720647511,17.3,4.7,0.8,1.6,7.1,3.1,1.6,0.0,0.0,5.5,0.0,0.0,5.5,17.3,7.1,5.5,0.0,5.5,16.5,0.8,17.3,15.7,0.8,0.0,0.0,0.0,0.8,0.0
"Block 3053, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3053,001502,080770015023053,1,0,2,3,7,7,0,2,8,8,0,16,35,3,13,9,1,35,35,0,35,30,0,0,3,0,0,2,2,0,2054266.0,0.0,0.7931521026,44.1,1.3,0.0,2.5,3.8,8.8,8.8,0.0,2.5,10.1,10.1,0.0,20.2,44.1,3.8,16.4,11.3,1.3,44.1,0.0,44.1,37.8,0.0,0.0,3.8,0.0,0.0,2.5
"Block 3055, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3055,001502,080770015023055,4,0,17,21,13,10,7,3,5,6,2,13,67,21,23,11,6,67,66,1,67,65,0,1,0,0,0,1,1,0,652310.0,0.0,0.25185689099999997,266.0,15.9,0.0,67.5,83.4,51.6,39.7,27.8,11.9,19.9,23.8,7.9,51.6,266.0,83.4,91.3,43.7,23.8,262.1,4.0,266.0,258.1,0.0,4.0,0.0,0.0,0.0,4.0
"Block 3056, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3056,001502,080770015023056,1,0,0,1,6,1,0,7,0,1,0,6,15,1,7,3,3,15,13,2,15,12,0,0,0,0,2,1,1,0,31320.0,0.0,0.012092652,1240.4,82.7,0.0,0.0,82.7,496.2,82.7,0.0,578.9,0.0,82.7,0.0,496.2,1240.4,82.7,578.9,248.1,248.1,1075.0,165.4,1240.4,992.3,0.0,0.0,0.0,0.0,165.4,82.7
"Block 3058, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3058,001502,080770015023058,0,0,0,0,2,0,1,0,0,0,0,0,3,0,2,1,1,3,2,1,3,1,0,2,0,0,0,0,0,0,599269.0,0.0,0.2313777609,13.0,0.0,0.0,0.0,0.0,8.6,0.0,4.3,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.6,4.3,4.3,8.6,4.3,13.0,4.3,0.0,8.6,0.0,0.0,0.0,0.0
"Block 3059, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3059,001502,080770015023059,0,5,1,6,7,4,8,17,7,4,3,26,56,6,23,5,7,56,52,4,56,53,0,0,0,0,0,3,3,4,772440.0,0.0,0.298239084,187.8,0.0,16.8,3.4,20.1,23.5,13.4,26.8,57.0,23.5,13.4,10.1,87.2,187.8,20.1,77.1,16.8,23.5,174.4,13.4,187.8,177.7,0.0,0.0,0.0,0.0,0.0,10.1
"Block 3060, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3060,001502,080770015023060,2,0,0,2,2,0,0,0,2,2,0,4,8,2,2,0,2,8,4,4,8,4,0,0,0,0,4,0,0,0,198797.0,0.0,0.0767555217,104.2,26.1,0.0,0.0,26.1,26.1,0.0,0.0,0.0,26.1,26.1,0.0,52.1,104.2,26.1,26.1,0.0,26.1,52.1,52.1,104.2,52.1,0.0,0.0,0.0,0.0,52.1,0.0
"Block 3061, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3061,001502,080770015023061,4,14,0,18,2,3,5,13,8,13,12,38,74,18,25,8,16,74,74,0,74,74,0,0,0,0,0,0,0,0,1335235.0,0.0,0.5155342335,143.5,7.8,27.2,0.0,34.9,3.9,5.8,9.7,25.2,15.5,25.2,23.3,73.7,143.5,34.9,48.5,15.5,31.0,143.5,0.0,143.5,143.5,0.0,0.0,0.0,0.0,0.0,0.0
"Block 3062, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3062,001502,080770015023062,5,8,14,27,3,0,9,3,18,5,2,27,67,24,22,10,6,67,64,3,67,65,0,0,0,0,2,0,0,0,2568370.0,0.0,0.991647657,67.6,5.0,8.1,14.1,27.2,3.0,0.0,9.1,3.0,18.2,5.0,2.0,27.2,67.6,24.2,22.2,10.1,6.1,64.5,3.0,67.6,65.5,0.0,0.0,0.0,0.0,2.0,0.0
"Block 3063, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3063,001502,080770015023063,0,0,3,3,3,1,1,0,1,0,0,1,9,0,1,1,0,9,9,0,9,7,0,0,0,0,0,2,2,0,162164.0,0.0,0.0626115204,143.7,0.0,0.0,47.9,47.9,47.9,16.0,16.0,0.0,16.0,0.0,0.0,16.0,143.7,0.0,16.0,16.0,0.0,143.7,0.0,143.7,111.8,0.0,0.0,0.0,0.0,0.0,31.9
"Block 3064, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3064,001502,080770015023064,0,2,1,3,1,0,3,0,4,0,0,4,11,3,5,0,1,11,11,0,11,11,0,0,0,0,0,0,0,0,286863.0,0.0,0.1107578043,99.3,0.0,18.1,9.0,27.1,9.0,0.0,27.1,0.0,36.1,0.0,0.0,36.1,99.3,27.1,45.1,0.0,9.0,99.3,0.0,99.3,99.3,0.0,0.0,0.0,0.0,0.0,0.0
"Block 3065, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3065,001502,080770015023065,1,1,2,4,7,5,0,2,3,0,0,3,21,3,8,3,2,21,18,3,21,15,0,0,0,0,1,5,5,0,227012.0,0.0,0.0876493332,239.6,11.4,11.4,22.8,45.6,79.9,57.0,0.0,22.8,34.2,0.0,0.0,34.2,239.6,34.2,91.3,34.2,22.8,205.4,34.2,239.6,171.1,0.0,0.0,0.0,0.0,11.4,57.0
"Block 3066, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3066,001502,080770015023066,0,0,2,2,0,0,5,0,0,0,0,0,7,0,3,0,1,7,7,0,7,7,0,0,0,0,0,0,0,0,9785.0,0.0,0.0037779885,1852.8,0.0,0.0,529.4,529.4,0.0,0.0,1323.5,0.0,0.0,0.0,0.0,0.0,1852.8,0.0,794.1,0.0,264.7,1852.8,0.0,1852.8,1852.8,0.0,0.0,0.0,0.0,0.0,0.0
"Block 3019, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3019,001304,080770013043019,2,1,4,7,17,2,19,9,4,0,0,9,57,7,18,1,4,57,49,8,57,45,2,0,0,0,3,7,7,0,64455.0,0.0,0.0248860755,2290.4,80.4,40.2,160.7,281.3,683.1,80.4,763.5,361.6,160.7,0.0,0.0,361.6,2290.4,281.3,723.3,40.2,160.7,1969.0,321.5,2290.4,1808.2,80.4,0.0,0.0,0.0,120.5,281.3
"Block 3016, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3016,001304,080770013043016,0,6,4,10,11,8,0,9,4,6,2,16,49,10,15,5,1,49,37,12,49,34,0,1,0,0,2,12,12,0,24488.0,0.0,0.0094548168,5182.5,0.0,634.6,423.1,1057.7,1163.4,846.1,0.0,951.9,423.1,634.6,211.5,1692.3,5182.5,1057.7,1586.5,528.8,105.8,3913.3,1269.2,5182.5,3596.1,0.0,105.8,0.0,0.0,211.5,1269.2
"Block 3017, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3017,001304,080770013043017,3,0,3,6,16,5,4,11,3,10,4,19,56,4,34,8,6,56,51,5,56,45,0,0,0,0,4,7,7,0,36032.0,0.0,0.0139119552,4025.3,215.6,0.0,215.6,431.3,1150.1,359.4,287.5,790.7,215.6,718.8,287.5,1365.7,4025.3,287.5,2443.9,575.0,431.3,3665.9,359.4,4025.3,3234.6,0.0,0.0,0.0,0.0,287.5,503.2
"Block 3018, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3018,001304,080770013043018,1,1,0,2,0,2,0,1,1,0,0,1,6,2,6,3,0,6,3,3,6,2,0,2,0,0,0,2,2,0,29501.0,0.0,0.0113903361,526.8,87.8,87.8,0.0,175.6,0.0,175.6,0.0,87.8,87.8,0.0,0.0,87.8,526.8,175.6,526.8,263.4,0.0,263.4,263.4,526.8,175.6,0.0,175.6,0.0,0.0,0.0,175.6
"Block 3020, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3020,001304,080770013043020,6,6,10,22,9,10,22,13,10,0,3,24,89,22,62,25,6,89,77,12,89,79,0,0,0,0,0,10,10,0,58271.0,0.0,0.0224984331,3955.8,266.7,266.7,444.5,977.8,400.0,444.5,977.8,577.8,444.5,0.0,133.3,1066.7,3955.8,977.8,2755.7,1111.2,266.7,3422.5,533.4,3955.8,3511.4,0.0,0.0,0.0,0.0,0.0,444.5
"Block 3022, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3022,001304,080770013043022,4,3,3,10,2,1,1,3,1,5,0,6,23,10,6,1,2,23,17,6,23,12,0,2,0,0,0,9,9,0,33092.0,0.0,0.0127768212,1800.1,313.1,234.8,234.8,782.7,156.5,78.3,78.3,234.8,78.3,391.3,0.0,469.6,1800.1,782.7,469.6,78.3,156.5,1330.5,469.6,1800.1,939.2,0.0,156.5,0.0,0.0,0.0,704.4
"Block 3023, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3023,001304,080770013043023,2,6,1,9,4,3,1,2,13,3,1,19,36,8,15,3,4,36,28,8,36,31,0,2,0,0,0,3,3,0,5550.0,0.0,0.002142855,16800.0,933.3,2800.0,466.7,4200.0,1866.7,1400.0,466.7,933.3,6066.7,1400.0,466.7,8866.7,16800.0,3733.3,7000.0,1400.0,1866.7,13066.7,3733.3,16800.0,14466.7,0.0,933.3,0.0,0.0,0.0,1400.0
"Block 3024, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3024,001304,080770013043024,0,6,1,7,7,27,2,11,18,6,0,25,78,7,37,14,9,78,72,6,78,65,0,0,2,0,1,10,10,9,52625.0,0.0,0.0203185125,3838.9,0.0,295.3,49.2,344.5,344.5,1328.8,98.4,541.4,885.9,295.3,0.0,1230.4,3838.9,344.5,1821.0,689.0,442.9,3543.6,295.3,3838.9,3199.1,0.0,0.0,98.4,0.0,49.2,492.2
"Block 3025, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3025,001304,080770013043025,19,8,24,51,23,27,11,15,6,0,1,19,134,50,64,9,7,134,100,34,134,100,4,8,1,0,9,12,12,1,13366.0,0.0,0.0051606125999999995,25965.9,3681.7,1550.2,4650.6,9882.5,4456.8,5231.9,2131.5,2906.6,1162.7,0.0,193.8,3681.7,25965.9,9688.8,12401.6,1744.0,1356.4,19377.5,6588.4,25965.9,19377.5,775.1,1550.2,193.8,0.0,1744.0,2325.3
"Block 3026, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3026,001304,080770013043026,1,0,1,2,2,0,0,0,0,2,0,2,6,2,8,0,1,6,4,2,6,2,0,0,4,0,0,0,0,0,7005.0,0.0,0.0027046305,2218.4,369.7,0.0,369.7,739.5,739.5,0.0,0.0,0.0,0.0,739.5,0.0,739.5,2218.4,739.5,2957.9,0.0,369.7,1478.9,739.5,2218.4,739.5,0.0,0.0,1478.9,0.0,0.0,0.0
"Block 3028, Block Group 3, Census Tract 13.04, Mesa County, Colorado",08,077,3028,001304,080770013043028,1,1,3,5,10,4,12,3,2,1,2,8,39,5,16,2,5,39,29,10,39,27,0,1,1,0,3,7,7,0,18512.0,0.0,0.0071474832,5456.5,139.9,139.9,419.7,699.5,1399.1,559.6,1678.9,419.7,279.8,139.9,279.8,1119.3,5456.5,699.5,2238.6,279.8,699.5,4057.4,1399.1,5456.5,3777.6,0.0,139.9,139.9,0.0,419.7,979.4
"Block 4000, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4000,001304,080770013044000,6,23,8,37,12,19,17,13,23,13,0,46,134,33,44,22,10,134,121,13,134,115,0,0,0,0,10,9,9,2,60147.0,0.0,0.0232227567,5770.2,258.4,990.4,344.5,1593.3,516.7,818.2,732.0,559.8,990.4,559.8,0.0,1980.8,5770.2,1421.0,1894.7,947.3,430.6,5210.4,559.8,5770.2,4952.0,0.0,0.0,0.0,0.0,430.6,387.6
"Block 4001, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4001,001304,080770013044001,13,28,16,57,49,50,49,22,33,11,3,58,273,55,113,27,30,273,250,23,273,242,0,3,0,0,0,28,28,7,218157.0,0.0,0.0842304177,3241.1,154.3,332.4,190.0,676.7,581.7,593.6,581.7,261.2,391.8,130.6,35.6,688.6,3241.1,653.0,1341.6,320.5,356.2,2968.0,273.1,3241.1,2873.1,0.0,35.6,0.0,0.0,0.0,332.4
"Block 4002, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4002,001304,080770013044002,0,3,3,6,1,3,2,0,2,0,0,2,14,6,2,1,2,14,9,5,14,4,0,1,0,0,1,8,8,0,5292.0,0.0,0.0020432412,6851.9,0.0,1468.3,1468.3,2936.5,489.4,1468.3,978.8,0.0,978.8,0.0,0.0,978.8,6851.9,2936.5,978.8,489.4,978.8,4404.8,2447.1,6851.9,1957.7,0.0,489.4,0.0,0.0,489.4,3915.3
"Block 3067, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3067,001502,080770015023067,0,0,0,0,0,1,10,1,8,0,0,8,20,0,6,2,2,20,18,2,20,16,0,0,2,0,0,2,2,2,324652.0,0.0,0.1253481372,159.6,0.0,0.0,0.0,0.0,0.0,8.0,79.8,8.0,63.8,0.0,0.0,63.8,159.6,0.0,47.9,16.0,16.0,143.6,16.0,159.6,127.6,0.0,0.0,16.0,0.0,0.0,16.0
"Block 3068, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3068,001502,080770015023068,15,1,7,23,3,15,17,22,18,0,0,33,98,23,35,6,14,98,95,3,98,95,0,0,0,0,0,3,3,0,890801.0,0.0,0.3439382661,284.9,43.6,2.9,20.4,66.9,8.7,43.6,49.4,64.0,52.3,0.0,0.0,95.9,284.9,66.9,101.8,17.4,40.7,276.2,8.7,284.9,276.2,0.0,0.0,0.0,0.0,0.0,8.7
"Block 3069, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3069,001502,080770015023069,0,5,0,5,0,9,1,10,1,0,0,10,26,5,13,13,0,26,26,0,26,24,0,0,0,0,0,2,2,1,565755.0,0.0,0.2184380055,119.0,0.0,22.9,0.0,22.9,0.0,41.2,4.6,45.8,4.6,0.0,0.0,45.8,119.0,22.9,59.5,59.5,0.0,119.0,0.0,119.0,109.9,0.0,0.0,0.0,0.0,0.0,9.2
"Block 3070, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3070,001502,080770015023070,6,10,4,20,23,16,9,20,20,3,2,36,113,20,42,3,27,113,107,6,113,98,0,3,0,0,1,11,11,0,5119445.0,0.0,1.9766177145,57.2,3.0,5.1,2.0,10.1,11.6,8.1,4.6,10.1,10.1,1.5,1.0,18.2,57.2,10.1,21.2,1.5,13.7,54.1,3.0,57.2,49.6,0.0,1.5,0.0,0.0,0.5,5.6
"Block 3071, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3071,001502,080770015023071,2,0,2,4,0,11,4,1,12,1,0,14,33,4,15,0,7,33,30,3,33,30,2,0,0,0,0,1,1,8,1054113.0,0.0,0.4069930293,81.1,4.9,0.0,4.9,9.8,0.0,27.0,9.8,2.5,29.5,2.5,0.0,34.4,81.1,9.8,36.9,0.0,17.2,73.7,7.4,81.1,73.7,4.9,0.0,0.0,0.0,0.0,2.5
"Block 3072, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3072,001502,080770015023072,0,1,0,1,11,0,1,0,0,7,0,7,16,1,2,0,2,16,16,0,16,14,0,1,0,0,0,1,1,0,1157008.0,0.0,0.4467207888,35.8,0.0,2.2,0.0,2.2,24.6,0.0,2.2,0.0,0.0,15.7,0.0,15.7,35.8,2.2,4.5,0.0,4.5,35.8,0.0,35.8,31.3,0.0,2.2,0.0,0.0,0.0,2.2
"Block 3073, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3073,001502,080770015023073,0,7,1,8,0,2,0,4,0,5,2,7,21,8,9,4,2,21,21,0,21,19,0,0,1,0,0,1,1,0,234011.0,0.0,0.0903516471,232.4,0.0,77.5,11.1,88.5,0.0,22.1,0.0,44.3,0.0,55.3,22.1,77.5,232.4,88.5,99.6,44.3,22.1,232.4,0.0,232.4,210.3,0.0,0.0,11.1,0.0,0.0,11.1
"Block 3074, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3074,001502,080770015023074,4,16,11,31,0,13,19,20,12,8,2,39,105,31,36,17,7,105,104,1,105,97,0,1,0,0,0,7,7,4,159747.0,0.0,0.0616783167,1702.4,64.9,259.4,178.3,502.6,0.0,210.8,308.0,324.3,194.6,129.7,32.4,632.3,1702.4,502.6,583.7,275.6,113.5,1686.2,16.2,1702.4,1572.7,0.0,16.2,0.0,0.0,0.0,113.5
"Block 3075, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3075,001502,080770015023075,0,1,3,4,0,6,0,6,1,0,0,1,17,4,6,0,6,17,16,1,17,16,0,0,0,0,0,1,1,0,27571.0,0.0,0.0106451631,1597.0,0.0,93.9,281.8,375.8,0.0,563.6,0.0,563.6,93.9,0.0,0.0,93.9,1597.0,375.8,563.6,0.0,563.6,1503.0,93.9,1597.0,1503.0,0.0,0.0,0.0,0.0,0.0,93.9
"Block 3076, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3076,001502,080770015023076,0,1,1,2,0,1,2,3,1,0,0,3,9,2,0,0,0,9,5,4,9,4,0,0,0,0,2,3,3,0,6630.0,0.0,0.002559843,3515.8,0.0,390.6,390.6,781.3,0.0,390.6,781.3,1171.9,390.6,0.0,0.0,1171.9,3515.8,781.3,0.0,0.0,0.0,1953.2,1562.6,3515.8,1562.6,0.0,0.0,0.0,0.0,781.3,1171.9
"Block 3077, Block Group 3, Census Tract 15.02, Mesa County, Colorado",08,077,3077,001502,080770015023077,1,0,0,1,0,0,3,2,3,1,0,6,10,1,8,3,3,10,9,1,10,7,0,2,0,0,0,1,1,0,69247.0,0.0,0.0267362667,374.0,37.4,0.0,0.0,37.4,0.0,0.0,112.2,74.8,112.2,37.4,0.0,224.4,374.0,37.4,299.2,112.2,112.2,336.6,37.4,374.0,261.8,0.0,74.8,0.0,0.0,0.0,37.4
"Block 2013, Block Group 2, Census Tract 17.03, Mesa County, Colorado",08,077,2013,001703,080770017032013,4,4,8,16,5,7,17,5,8,4,7,24,69,14,39,13,11,69,63,6,69,55,0,0,3,0,5,6,6,0,33981.0,0.0,0.0131200641,5259.1,304.9,304.9,609.8,1219.5,381.1,533.5,1295.7,381.1,609.8,304.9,533.5,1829.3,5259.1,1067.1,2972.5,990.8,838.4,4801.8,457.3,5259.1,4192.1,0.0,0.0,228.7,0.0,381.1,457.3
"Block 2021, Block Group 2, Census Tract 17.03, Mesa County, Colorado",08,077,2021,001703,080770017032021,4,2,15,21,4,10,5,10,1,5,5,19,60,15,24,0,19,60,50,10,60,45,7,0,0,0,4,4,4,1,34920.0,0.0,0.013482612,4450.2,296.7,148.3,1112.5,1557.6,296.7,741.7,370.8,741.7,74.2,370.8,370.8,1409.2,4450.2,1112.5,1780.1,0.0,1409.2,3708.5,741.7,4450.2,3337.6,519.2,0.0,0.0,0.0,296.7,296.7
"Block 2022, Block Group 2, Census Tract 17.03, Mesa County, Colorado",08,077,2022,001703,080770017032022,0,0,0,0,3,1,1,0,0,0,1,1,6,0,2,0,2,6,0,6,6,2,0,0,0,0,1,3,3,0,52175.0,0.0,0.0201447675,297.8,0.0,0.0,0.0,0.0,148.9,49.6,49.6,0.0,0.0,0.0,49.6,49.6,297.8,0.0,99.3,0.0,99.3,0.0,297.8,297.8,99.3,0.0,0.0,0.0,0.0,49.6,148.9
"Block 4008, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4008,001304,080770013044008,42,43,18,103,51,52,18,39,57,25,13,107,358,103,133,52,29,358,309,49,358,314,0,0,0,0,14,30,30,9,145184.0,0.0,0.0560555424,6386.5,749.3,767.1,321.1,1837.5,909.8,927.7,321.1,695.7,1016.8,446.0,231.9,1908.8,6386.5,1837.5,2372.6,927.7,517.3,5512.4,874.1,6386.5,5601.6,0.0,0.0,0.0,0.0,249.8,535.2
"Block 4011, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4011,001304,080770013044011,3,7,14,24,29,10,18,11,9,6,0,20,107,22,56,12,20,107,93,14,107,89,1,1,3,0,4,9,9,0,54298.0,0.0,0.0209644578,5103.9,143.1,333.9,667.8,1144.8,1383.3,477.0,858.6,524.7,429.3,286.2,0.0,954.0,5103.9,1049.4,2671.2,572.4,954.0,4436.1,667.8,5103.9,4245.3,47.7,47.7,143.1,0.0,190.8,429.3
"Block 4012, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4012,001304,080770013044012,10,7,3,20,0,19,2,9,11,1,0,21,62,19,29,3,19,62,50,12,62,46,0,0,0,0,2,14,14,0,5213.0,0.0,0.0020127393,30803.8,4968.4,3477.8,1490.5,9936.7,0.0,9439.9,993.7,4471.5,5465.2,496.8,0.0,10433.5,30803.8,9439.9,14408.2,1490.5,9439.9,24841.8,5962.0,30803.8,22854.4,0.0,0.0,0.0,0.0,993.7,6955.7
"Block 4014, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4014,001304,080770013044014,2,4,6,12,19,6,13,0,3,1,0,4,54,9,8,1,7,54,46,8,54,41,0,0,0,0,2,11,11,0,12842.0,0.0,0.0049582962,10890.8,403.4,806.7,1210.1,2420.2,3832.0,1210.1,2621.9,0.0,605.0,201.7,0.0,806.7,10890.8,1815.1,1613.5,201.7,1411.8,9277.4,1613.5,10890.8,8269.0,0.0,0.0,0.0,0.0,403.4,2218.5
"Block 4015, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4015,001304,080770013044015,4,3,4,11,3,2,2,0,1,0,0,1,19,11,1,0,1,19,11,8,19,4,3,5,0,0,3,4,4,0,2439.0,0.0,0.0009416979,20176.3,4247.6,3185.7,4247.6,11681.0,3185.7,2123.8,2123.8,0.0,1061.9,0.0,0.0,1061.9,20176.3,11681.0,1061.9,0.0,1061.9,11681.0,8495.3,20176.3,4247.6,3185.7,5309.6,0.0,0.0,3185.7,4247.6
"Block 4016, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4016,001304,080770013044016,3,5,2,10,9,1,3,8,5,4,0,10,40,10,14,0,11,40,24,16,40,29,0,1,0,0,4,6,6,0,14724.0,0.0,0.0056849364,7036.1,527.7,879.5,351.8,1759.0,1583.1,175.9,527.7,1407.2,879.5,703.6,0.0,1759.0,7036.1,1759.0,2462.6,0.0,1934.9,4221.7,2814.5,7036.1,5101.2,0.0,175.9,0.0,0.0,703.6,1055.4
"Block 4017, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4017,001304,080770013044017,22,14,5,41,34,31,36,19,37,26,4,78,228,41,111,47,36,228,189,39,228,190,0,1,2,0,14,21,21,0,73230.0,0.0,0.028274103,8063.9,778.1,495.2,176.8,1450.1,1202.5,1096.4,1273.2,672.0,1308.6,919.6,141.5,2758.7,8063.9,1450.1,3925.9,1662.3,1273.2,6684.6,1379.4,8063.9,6719.9,0.0,35.4,70.7,0.0,495.2,742.7
"Block 4018, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4018,001304,080770013044018,5,1,2,8,6,4,0,1,1,0,0,1,20,8,7,1,2,20,12,8,20,6,1,3,0,0,3,7,7,0,4007.0,0.0,0.0015471027,12927.4,3231.8,646.4,1292.7,5171.0,3878.2,2585.5,0.0,646.4,646.4,0.0,0.0,646.4,12927.4,5171.0,4524.6,646.4,1292.7,7756.4,5171.0,12927.4,3878.2,646.4,1939.1,0.0,0.0,1939.1,4524.6
"Block 4019, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4019,001304,080770013044019,4,7,5,16,6,2,4,1,2,1,2,6,34,15,5,3,0,34,20,14,34,7,1,0,0,0,5,21,21,2,7619.0,0.0,0.0029416959,11558.0,1359.8,2379.6,1699.7,5439.0,2039.6,679.9,1359.8,339.9,679.9,339.9,679.9,2039.6,11558.0,5099.1,1699.7,1019.8,0.0,6798.8,4759.2,11558.0,2379.6,339.9,0.0,0.0,0.0,1699.7,7138.7
"Block 4021, Block Group 4, Census Tract 13.04, Mesa County, Colorado",08,077,4021,001304,080770013044021,0,2,2,4,16,14,8,2,6,0,6,12,55,4,39,10,14,55,47,8,55,51,0,0,0,0,1,3,3,0,8801.0,0.0,0.0033980661,16185.7,0.0,588.6,588.6,1177.1,4708.6,4120.0,2354.3,588.6,1765.7,0.0,1765.7,3531.4,16185.7,1177.1,11477.1,2942.9,4120.0,13831.4,2354.3,16185.7,15008.5,0.0,0.0,0.0,0.0,294.3,882.9
