NAME,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,state,county,tract,block,GEOID20,18 and younger,Ages 19-29,Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - 18 and younger,Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Total Population Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - Total Population - White,Pop. Density - Total Population - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 1005, Block Group 1, Census Tract 157, Denver County, Colorado",36,8,16,2,7,36,27,9,36,28,1,0,1,0,0,6,6,0,08,031,015700,1005,080310157001005,8,1,6,6,6,7,0,2,38481,0,0.0148575141,2423.0,538.4,403.8,403.8,403.8,471.1,0.0,134.6,2423.0,538.4,1076.9,134.6,471.1,1817.3,605.8,2423.0,1884.6,67.3,0.0,67.3,0.0,0.0,403.8
"Block 1006, Block Group 1, Census Tract 157, Denver County, Colorado",49,15,6,6,0,49,17,32,49,25,0,0,0,0,10,14,14,0,08,031,015700,1006,080310157001006,15,11,5,8,1,6,2,1,13340,0,0.005150574,9513.5,2912.3,970.8,1553.2,194.2,1164.9,388.3,194.2,9513.5,2912.3,1164.9,1164.9,0.0,3300.6,6212.9,9513.5,4853.8,0.0,0.0,0.0,0.0,1941.5,2718.1
"Block 1007, Block Group 1, Census Tract 157, Denver County, Colorado",102,17,29,7,2,102,50,52,102,47,6,2,4,0,17,26,26,0,08,031,015700,1007,080310157001007,19,14,17,24,15,4,5,4,24972,0,0.0096416892,10579.1,1970.6,1763.2,2489.2,1555.7,414.9,518.6,414.9,10579.1,1763.2,3007.8,726.0,207.4,5185.8,5393.2,10579.1,4874.7,622.3,207.4,414.9,0.0,1763.2,2696.6
"Block 1007, Block Group 1, Census Tract 5.04, Denver County, Colorado",51,13,26,2,1,51,38,13,51,35,0,1,0,0,5,10,10,0,08,031,000504,1007,080310005041007,13,7,6,17,0,4,1,3,20177,0,0.0077903397,6546.6,1668.7,770.2,2182.2,0.0,513.5,128.4,385.1,6546.6,1668.7,3337.5,256.7,128.4,4877.8,1668.7,6546.6,4492.7,0.0,128.4,0.0,0.0,641.8,1283.6
"Block 1008, Block Group 1, Census Tract 5.04, Denver County, Colorado",68,15,29,2,1,68,65,3,68,61,2,0,0,0,0,5,5,2,08,031,000504,1008,080310005041008,15,3,26,16,6,2,0,0,20555,0,0.0079362855,8568.2,1890.1,3276.1,2016.1,756.0,252.0,0.0,0.0,8568.2,1890.1,3654.1,252.0,126.0,8190.2,378.0,8568.2,7686.2,252.0,0.0,0.0,0.0,0.0,630.0
"Block 1009, Block Group 1, Census Tract 5.04, Denver County, Colorado",74,18,18,2,4,74,71,3,74,65,0,0,0,0,0,9,9,0,08,031,000504,1009,080310005041009,18,9,13,0,15,6,10,3,20422,0,0.0078849342,9385.0,2282.8,1648.7,0.0,1902.4,760.9,1268.2,380.5,9385.0,2282.8,2282.8,253.6,507.3,9004.5,380.5,9385.0,8243.6,0.0,0.0,0.0,0.0,0.0,1141.4
"Block 1010, Block Group 1, Census Tract 5.04, Denver County, Colorado",58,10,22,7,3,58,41,17,58,27,4,1,0,0,5,21,21,0,08,031,000504,1010,080310005041010,10,13,17,9,2,3,4,0,13537,0,0.0052266357,11097.0,1913.3,3252.6,1721.9,382.7,574.0,765.3,0.0,11097.0,1913.3,4209.2,1339.3,574.0,7844.4,3252.6,11097.0,5165.8,765.3,191.3,0.0,0.0,956.6,4017.9
"Block 1011, Block Group 1, Census Tract 5.04, Denver County, Colorado",59,8,23,11,0,59,44,15,59,38,1,0,0,0,8,12,12,0,08,031,000504,1011,080310005041011,8,11,21,8,6,4,0,1,13474,0,0.0052023113999999995,11341.1,1537.8,4036.7,1537.8,1153.3,768.9,0.0,192.2,11341.1,1537.8,4421.1,2114.4,0.0,8457.8,2883.3,11341.1,7304.4,192.2,0.0,0.0,0.0,1537.8,2306.7
"Block 1012, Block Group 1, Census Tract 5.04, Denver County, Colorado",60,6,21,4,7,60,50,10,60,43,2,1,0,0,1,13,13,2,08,031,000504,1012,080310005041012,6,18,27,2,2,5,0,0,13215,0,0.0051023115,11759.4,1175.9,5291.7,392.0,392.0,979.9,0.0,0.0,11759.4,1175.9,4115.8,784.0,1371.9,9799.5,1959.9,11759.4,8427.6,392.0,196.0,0.0,0.0,196.0,2547.9
"Block 1013, Block Group 1, Census Tract 5.04, Denver County, Colorado",56,5,36,4,10,56,51,5,56,49,0,0,2,0,0,5,5,0,08,031,000504,1013,080310005041013,5,8,22,10,8,2,0,1,14242,0,0.0054988362,10184.0,909.3,4000.8,1818.6,1454.9,363.7,0.0,181.9,10184.0,909.3,6546.8,727.4,1818.6,9274.7,909.3,10184.0,8911.0,0.0,0.0,363.7,0.0,0.0,909.3
"Block 2009, Block Group 2, Census Tract 36.02, Denver County, Colorado",20,3,6,1,0,20,7,13,20,0,5,2,0,0,7,6,6,0,08,031,003602,2009,080310036022009,8,1,1,6,1,3,0,0,12329,0,0.0047602269,4201.5,1680.6,210.1,1260.4,210.1,630.2,0.0,0.0,4201.5,630.2,1260.4,210.1,0.0,1470.5,2731.0,4201.5,0.0,1050.4,420.1,0.0,0.0,1470.5,1260.4
"Block 2006, Block Group 2, Census Tract 36.02, Denver County, Colorado",65,18,16,5,1,65,48,17,65,28,18,0,5,0,5,9,9,0,08,031,003602,2006,080310036022006,18,7,25,3,1,4,0,7,13009,0,0.0050227749,12941.1,3583.7,4977.3,597.3,199.1,796.4,0.0,1393.7,12941.1,3583.7,3185.5,995.5,199.1,9556.5,3384.6,12941.1,5574.6,3583.7,0.0,995.5,0.0,995.5,1791.8
"Block 2007, Block Group 2, Census Tract 36.02, Denver County, Colorado",41,1,18,6,2,41,37,4,41,24,14,0,0,0,0,3,3,0,08,031,003602,2007,080310036022007,3,6,12,12,6,1,1,0,13065,0,0.0050443965,8127.8,594.7,2378.9,2378.9,1189.4,198.2,198.2,0.0,8127.8,198.2,3568.3,1189.4,396.5,7334.9,793.0,8127.8,4757.8,2775.4,0.0,0.0,0.0,0.0,594.7
"Block 2008, Block Group 2, Census Tract 36.02, Denver County, Colorado",44,9,14,2,5,44,17,27,44,9,6,2,0,0,19,8,8,0,08,031,003602,2008,080310036022008,9,16,15,5,1,0,0,0,12958,0,0.0050030838,8794.6,1798.9,2998.2,999.4,199.9,0.0,0.0,0.0,8794.6,1798.9,2798.3,399.8,999.4,3397.9,5396.7,8794.6,1798.9,1199.3,399.8,0.0,0.0,3797.7,1599.0
"Block 2010, Block Group 2, Census Tract 36.02, Denver County, Colorado",28,5,11,3,1,28,16,12,28,8,9,0,0,0,0,11,11,0,08,031,003602,2010,080310036022010,5,4,6,4,0,6,1,2,12599,0,0.0048644739,5756.0,1027.9,1233.4,822.3,0.0,1233.4,205.6,411.1,5756.0,1027.9,2261.3,616.7,205.6,3289.2,2466.9,5756.0,1644.6,1850.1,0.0,0.0,0.0,0.0,2261.3
"Block 2011, Block Group 2, Census Tract 36.02, Denver County, Colorado",44,9,19,14,0,44,33,11,44,9,24,2,0,0,7,2,2,0,08,031,003602,2011,080310036022011,10,13,7,4,1,1,6,2,13470,0,0.005200767,8460.3,1922.8,1346.0,769.1,192.3,192.3,1153.7,384.6,8460.3,1730.5,3653.3,2691.9,0.0,6345.2,2115.1,8460.3,1730.5,4614.7,384.6,0.0,0.0,1346.0,384.6
"Block 2012, Block Group 2, Census Tract 36.02, Denver County, Colorado",27,6,17,2,11,27,14,13,27,8,9,0,0,2,6,2,2,0,08,031,003602,2012,080310036022012,6,0,6,3,0,2,6,4,11248,0,0.0043428528,6217.1,1381.6,1381.6,690.8,0.0,460.5,1381.6,921.1,6217.1,1381.6,3914.5,460.5,2532.9,3223.7,2993.4,6217.1,1842.1,2072.4,0.0,0.0,460.5,1381.6,460.5
"Block 2013, Block Group 2, Census Tract 36.02, Denver County, Colorado",35,13,19,10,4,35,20,15,35,17,0,0,3,0,12,3,3,0,08,031,003602,2013,080310036022013,13,13,9,0,0,0,0,0,14805,0,0.0057162105,6122.9,2274.2,1574.5,0.0,0.0,0.0,0.0,0.0,6122.9,2274.2,3323.9,1749.4,699.8,3498.8,2624.1,6122.9,2974.0,0.0,0.0,524.8,0.0,2099.3,524.8
"Block 2014, Block Group 2, Census Tract 36.02, Denver County, Colorado",56,13,22,14,0,56,26,30,56,15,12,0,0,0,16,13,13,0,08,031,003602,2014,080310036022014,15,10,6,9,10,4,0,2,14564,0,0.0056231604,9958.8,2667.5,1067.0,1600.5,1778.4,711.3,0.0,355.7,9958.8,2311.9,3912.4,2489.7,0.0,4623.7,5335.1,9958.8,2667.5,2134.0,0.0,0.0,0.0,2845.4,2311.9
"Block 2015, Block Group 2, Census Tract 36.02, Denver County, Colorado",162,40,79,21,20,162,115,47,162,81,42,0,4,0,22,13,13,4,08,031,003602,2015,080310036022015,43,11,29,8,42,24,7,0,139676,0,0.0539289036,3004.0,797.3,537.7,148.3,778.8,445.0,129.8,0.0,3004.0,741.7,1464.9,389.4,370.9,2132.4,871.5,3004.0,1502.0,778.8,0.0,74.2,0.0,407.9,241.1
"Block 3000, Block Group 3, Census Tract 36.02, Denver County, Colorado",31,11,15,6,4,31,17,14,31,11,4,0,1,0,12,3,3,0,08,031,003602,3000,080310036023000,12,1,5,2,6,3,0,2,13304,0,0.0051366744,6035.0,2336.1,973.4,389.4,1168.1,584.0,0.0,389.4,6035.0,2141.5,2920.2,1168.1,778.7,3309.5,2725.5,6035.0,2141.5,778.7,0.0,194.7,0.0,2336.1,584.0
"Block 3001, Block Group 3, Census Tract 36.02, Denver County, Colorado",41,7,16,3,1,41,33,8,41,20,8,2,0,1,4,6,6,0,08,031,003602,3001,080310036023001,8,4,13,4,3,1,7,1,13441,0,0.0051895701,7900.5,1541.6,2505.0,770.8,578.1,192.7,1348.9,192.7,7900.5,1348.9,3083.1,578.1,192.7,6358.9,1541.6,7900.5,3853.9,1541.6,385.4,0.0,192.7,770.8,1156.2
"Block 3002, Block Group 3, Census Tract 36.02, Denver County, Colorado",40,5,13,6,1,40,32,8,40,23,8,0,3,0,6,0,0,0,08,031,003602,3002,080310036023002,5,9,14,1,4,2,4,1,12932,0,0.0049930452,8011.1,1001.4,2803.9,200.3,801.1,400.6,801.1,200.3,8011.1,1001.4,2603.6,1201.7,200.3,6408.9,1602.2,8011.1,4606.4,1602.2,0.0,600.8,0.0,1201.7,0.0
"Block 3003, Block Group 3, Census Tract 36.02, Denver County, Colorado",25,5,9,0,2,25,13,12,25,6,5,3,0,0,3,8,8,0,08,031,003602,3003,080310036023003,5,8,2,6,4,0,0,0,14404,0,0.0055613844,4495.3,899.1,359.6,1078.9,719.2,0.0,0.0,0.0,4495.3,899.1,1618.3,0.0,359.6,2337.5,2157.7,4495.3,1078.9,899.1,539.4,0.0,0.0,539.4,1438.5
"Block 3004, Block Group 3, Census Tract 36.02, Denver County, Colorado",61,9,22,1,3,61,56,5,61,30,26,0,0,0,1,4,4,1,08,031,003602,3004,080310036023004,10,2,25,7,9,6,2,0,14753,0,0.0056961333,10709.0,1755.6,4388.9,1228.9,1580.0,1053.3,351.1,0.0,10709.0,1580.0,3862.3,175.6,526.7,9831.2,877.8,10709.0,5266.7,4564.5,0.0,0.0,0.0,175.6,702.2
"Block 3005, Block Group 3, Census Tract 36.02, Denver County, Colorado",27,3,6,3,1,27,24,3,27,14,9,0,0,0,0,4,4,0,08,031,003602,3005,080310036023005,3,1,20,0,0,1,0,2,14175,0,0.0054729675,4933.3,548.1,3654.3,0.0,0.0,182.7,0.0,365.4,4933.3,548.1,1096.3,548.1,182.7,4385.2,548.1,4933.3,2558.0,1644.4,0.0,0.0,0.0,0.0,730.9
"Block 3006, Block Group 3, Census Tract 36.02, Denver County, Colorado",32,11,13,7,1,32,23,9,32,20,7,0,0,0,2,3,3,0,08,031,003602,3006,080310036023006,11,2,13,5,1,0,0,0,14709,0,0.0056791448999999996,5634.7,1936.9,2289.1,880.4,176.1,0.0,0.0,0.0,5634.7,1936.9,2289.1,1232.6,176.1,4049.9,1584.7,5634.7,3521.7,1232.6,0.0,0.0,0.0,352.2,528.2
"Block 3008, Block Group 3, Census Tract 36.02, Denver County, Colorado",47,12,22,11,1,47,29,18,47,24,3,0,0,0,11,9,9,0,08,031,003602,3008,080310036023008,12,9,2,8,12,1,2,1,14535,0,0.0056119635,8375.0,2138.3,356.4,1425.5,2138.3,178.2,356.4,178.2,8375.0,2138.3,3920.2,1960.1,178.2,5167.5,3207.4,8375.0,4276.6,534.6,0.0,0.0,0.0,1960.1,1603.7
"Block 3009, Block Group 3, Census Tract 36.02, Denver County, Colorado",31,14,16,6,3,31,19,12,31,19,4,3,0,0,0,5,5,0,08,031,003602,3009,080310036023009,14,2,13,0,0,1,0,1,14581,0,0.0056297241,5506.5,2486.8,2309.2,0.0,0.0,177.6,0.0,177.6,5506.5,2486.8,2842.1,1065.8,532.9,3374.9,2131.5,5506.5,3374.9,710.5,532.9,0.0,0.0,0.0,888.1
"Block 3010, Block Group 3, Census Tract 36.02, Denver County, Colorado",40,2,15,8,2,40,23,17,40,21,6,0,0,0,6,7,7,0,08,031,003602,3010,080310036023010,2,8,10,8,6,2,1,3,14279,0,0.0055131219,7255.4,362.8,1813.9,1451.1,1088.3,362.8,181.4,544.2,7255.4,362.8,2720.8,1451.1,362.8,4171.9,3083.6,7255.4,3809.1,1088.3,0.0,0.0,0.0,1088.3,1269.7
"Block 3011, Block Group 3, Census Tract 36.02, Denver County, Colorado",50,9,12,3,8,50,26,24,50,14,6,0,3,0,18,9,9,1,08,031,003602,3011,080310036023011,11,9,12,7,2,5,0,4,14968,0,0.0057791448,8651.8,1903.4,2076.4,1211.3,346.1,865.2,0.0,692.1,8651.8,1557.3,2076.4,519.1,1384.3,4498.9,4152.9,8651.8,2422.5,1038.2,0.0,519.1,0.0,3114.6,1557.3
"Block 3012, Block Group 3, Census Tract 36.02, Denver County, Colorado",32,5,18,3,9,32,12,20,32,9,3,2,0,0,14,4,4,0,08,031,003602,3012,080310036023012,8,13,10,0,0,0,1,0,15180,0,0.005860998,5459.8,1365.0,1706.2,0.0,0.0,0.0,170.6,0.0,5459.8,853.1,3071.1,511.9,1535.6,2047.4,3412.4,5459.8,1535.6,511.9,341.2,0.0,0.0,2388.7,682.5
"Block 3013, Block Group 3, Census Tract 36.02, Denver County, Colorado",48,4,21,7,3,48,34,14,48,29,4,5,0,0,6,4,4,0,08,031,003602,3013,080310036023013,5,11,23,4,2,2,0,1,14118,0,0.0054509598,8805.8,917.3,4219.4,733.8,366.9,366.9,0.0,183.5,8805.8,733.8,3852.5,1284.2,550.4,6237.4,2568.4,8805.8,5320.2,733.8,917.3,0.0,0.0,1100.7,733.8
"Block 3014, Block Group 3, Census Tract 36.02, Denver County, Colorado",61,17,28,6,5,61,45,16,61,32,11,0,0,0,7,11,11,4,08,031,003602,3014,080310036023014,18,22,5,11,1,4,0,0,29683,0,0.0114606063,5322.6,1570.6,436.3,959.8,87.3,349.0,0.0,0.0,5322.6,1483.3,2443.2,523.5,436.3,3926.5,1396.1,5322.6,2792.2,959.8,0.0,0.0,0.0,610.8,959.8
"Block 3015, Block Group 3, Census Tract 36.02, Denver County, Colorado",85,18,44,4,15,85,59,26,85,40,18,0,5,0,18,4,4,1,08,031,003602,3015,080310036023015,20,27,8,18,8,3,0,2,29622,0,0.0114370542,7432.0,1748.7,699.5,1573.8,699.5,262.3,0.0,174.9,7432.0,1573.8,3847.1,349.7,1311.5,5158.7,2273.3,7432.0,3497.4,1573.8,0.0,437.2,0.0,1573.8,349.7
"Block 3016, Block Group 3, Census Tract 36.02, Denver County, Colorado",30,6,12,1,5,30,12,18,30,6,6,3,0,0,1,14,14,2,08,031,003602,3016,080310036023016,8,7,3,4,2,6,0,0,14452,0,0.0055799172,5376.4,1433.7,537.6,716.9,358.4,1075.3,0.0,0.0,5376.4,1075.3,2150.6,179.2,896.1,2150.6,3225.9,5376.4,1075.3,1075.3,537.6,0.0,0.0,179.2,2509.0
"Block 3017, Block Group 3, Census Tract 36.02, Denver County, Colorado",64,10,25,7,7,64,53,11,64,23,27,0,0,0,2,12,12,0,08,031,003602,3017,080310036023017,10,17,17,5,3,5,3,4,15224,0,0.0058779864,10888.1,1701.3,2892.1,850.6,510.4,850.6,510.4,680.5,10888.1,1701.3,4253.2,1190.9,1190.9,9016.7,1871.4,10888.1,3912.9,4593.4,0.0,0.0,0.0,340.3,2041.5
"Block 4000, Block Group 4, Census Tract 36.02, Denver County, Colorado",30,6,16,3,0,30,12,18,30,3,12,0,0,0,14,1,1,0,08,031,003602,4000,080310036024000,6,4,4,6,6,4,0,0,13952,0,0.0053868672,5569.1,1113.8,742.5,1113.8,1113.8,742.5,0.0,0.0,5569.1,1113.8,2970.2,556.9,0.0,2227.6,3341.5,5569.1,556.9,2227.6,0.0,0.0,0.0,2598.9,185.6
"Block 4001, Block Group 4, Census Tract 36.02, Denver County, Colorado",35,4,13,8,0,35,29,6,35,17,10,0,0,0,5,3,3,0,08,031,003602,4001,080310036024001,6,12,14,3,0,0,0,0,14007,0,0.0054081027,6471.8,1109.4,2588.7,554.7,0.0,0.0,0.0,0.0,6471.8,739.6,2403.8,1479.3,0.0,5362.3,1109.4,6471.8,3143.4,1849.1,0.0,0.0,0.0,924.5,554.7
"Block 4002, Block Group 4, Census Tract 36.02, Denver County, Colorado",40,15,15,4,0,40,12,28,40,7,2,0,0,0,21,10,10,0,08,031,003602,4002,080310036024002,15,0,6,14,4,1,0,0,13638,0,0.0052656318,7596.4,2848.7,1139.5,2658.8,759.6,189.9,0.0,0.0,7596.4,2848.7,2848.7,759.6,0.0,2278.9,5317.5,7596.4,1329.4,379.8,0.0,0.0,0.0,3988.1,1899.1
"Block 4003, Block Group 4, Census Tract 36.02, Denver County, Colorado",62,16,20,8,1,62,39,23,62,36,4,0,2,0,11,9,9,0,08,031,003602,4003,080310036024003,16,5,9,22,5,5,0,0,14009,0,0.0054088749,11462.6,2958.1,1663.9,4067.4,924.4,924.4,0.0,0.0,11462.6,2958.1,3697.6,1479.1,184.9,7210.4,4252.3,11462.6,6655.7,739.5,0.0,369.8,0.0,2033.7,1663.9
"Block 4004, Block Group 4, Census Tract 36.02, Denver County, Colorado",66,21,14,1,2,66,42,24,66,31,8,0,5,0,5,17,17,0,08,031,003602,4004,080310036024004,21,20,8,7,3,2,3,3,14323,0,0.0055301103,11934.7,3797.4,1446.6,1265.8,542.5,361.7,542.5,542.5,11934.7,3797.4,2531.6,180.8,361.7,7594.8,4339.9,11934.7,5605.7,1446.6,0.0,904.1,0.0,904.1,3074.1
"Block 4005, Block Group 4, Census Tract 36.02, Denver County, Colorado",60,15,10,1,0,60,41,19,60,23,9,0,3,0,8,17,17,0,08,031,003602,4005,080310036024005,15,20,6,6,1,4,6,3,14340,0,0.005536674,10836.8,2709.2,1083.7,1083.7,180.6,722.5,1083.7,541.8,10836.8,2709.2,1806.1,180.6,0.0,7405.2,3431.7,10836.8,4154.1,1625.5,0.0,541.8,0.0,1444.9,3070.4
"Block 4006, Block Group 4, Census Tract 36.02, Denver County, Colorado",58,9,23,0,10,58,45,13,58,23,18,0,0,0,6,11,11,0,08,031,003602,4006,080310036024006,9,19,7,10,4,5,3,2,14393,0,0.0055571373,10437.0,1619.5,1259.6,1799.5,719.8,899.7,539.8,359.9,10437.0,1619.5,4138.8,0.0,1799.5,8097.7,2339.3,10437.0,4138.8,3239.1,0.0,0.0,0.0,1079.7,1979.4
"Block 4007, Block Group 4, Census Tract 36.02, Denver County, Colorado",43,8,23,9,10,43,37,6,43,26,9,0,0,0,3,5,5,0,08,031,003602,4007,080310036024007,8,3,14,9,7,2,0,0,14482,0,0.0055915002,7690.2,1430.7,2503.8,1609.6,1251.9,357.7,0.0,0.0,7690.2,1430.7,4113.4,1609.6,1788.4,6617.2,1073.1,7690.2,4649.9,1609.6,0.0,0.0,0.0,536.5,894.2
"Block 2001, Block Group 2, Census Tract 40.03, Denver County, Colorado",59,10,24,7,16,59,51,8,59,57,1,0,0,0,0,1,1,0,08,031,004003,2001,080310040032001,10,18,9,4,7,5,6,0,23229,0,0.0089687169,6578.4,1115.0,1003.5,446.0,780.5,557.5,669.0,0.0,6578.4,1115.0,2676.0,780.5,1784.0,5686.4,892.0,6578.4,6355.4,111.5,0.0,0.0,0.0,0.0,111.5
"Block 1018, Block Group 1, Census Tract 40.03, Denver County, Colorado",74,14,33,3,14,74,68,6,74,62,0,0,0,0,3,9,9,3,08,031,004003,1018,080310040031018,14,37,8,3,8,4,0,0,32188,0,0.0124277868,5954.4,1126.5,643.7,241.4,643.7,321.9,0.0,0.0,5954.4,1126.5,2655.3,241.4,1126.5,5471.6,482.8,5954.4,4988.8,0.0,0.0,0.0,0.0,241.4,724.2
"Block 2000, Block Group 2, Census Tract 40.03, Denver County, Colorado",18,1,8,3,0,18,10,8,18,11,3,0,1,0,1,2,2,0,08,031,004003,2000,080310040032000,1,5,9,2,1,0,0,0,11018,0,0.0042540498,4231.3,235.1,2115.6,470.1,235.1,0.0,0.0,0.0,4231.3,235.1,1880.6,705.2,0.0,2350.7,1880.6,4231.3,2585.8,705.2,0.0,235.1,0.0,235.1,470.1
"Block 2002, Block Group 2, Census Tract 40.03, Denver County, Colorado",52,5,23,6,10,52,49,3,52,40,6,0,0,0,0,6,6,1,08,031,004003,2002,080310040032002,6,5,16,11,6,2,1,5,23295,0,0.0089941995,5781.5,667.1,1778.9,1223.0,667.1,222.4,111.2,555.9,5781.5,555.9,2557.2,667.1,1111.8,5448.0,333.5,5781.5,4447.3,667.1,0.0,0.0,0.0,0.0,667.1
"Block 2003, Block Group 2, Census Tract 40.03, Denver County, Colorado",60,18,26,11,5,60,59,1,60,54,2,0,0,0,0,4,4,0,08,031,004003,2003,080310040032003,18,9,0,8,18,7,0,0,23328,0,0.0090069408,6661.5,1998.5,0.0,888.2,1998.5,777.2,0.0,0.0,6661.5,1998.5,2886.7,1221.3,555.1,6550.5,111.0,6661.5,5995.4,222.1,0.0,0.0,0.0,0.0,444.1
"Block 4009, Block Group 4, Census Tract 41.03, Denver County, Colorado",60,19,20,15,1,60,59,1,60,58,0,0,0,0,0,2,2,0,08,031,004103,4009,080310041034009,19,1,16,5,0,2,15,2,18866,0,0.0072841626,8237.0,2608.4,2196.5,686.4,0.0,274.6,2059.3,274.6,8237.0,2608.4,2745.7,2059.3,137.3,8099.8,137.3,8237.0,7962.5,0.0,0.0,0.0,0.0,0.0,274.6
"Block 4011, Block Group 4, Census Tract 41.03, Denver County, Colorado",73,18,23,23,1,73,71,2,73,57,4,0,0,0,0,12,12,0,08,031,004103,4011,080310041034011,18,7,5,15,26,1,0,1,18869,0,0.0072853208999999995,10020.1,2470.7,686.3,2058.9,3568.8,137.3,0.0,137.3,10020.1,2470.7,3157.0,3157.0,137.3,9745.6,274.5,10020.1,7824.0,549.0,0.0,0.0,0.0,0.0,1647.1
"Block 4012, Block Group 4, Census Tract 41.03, Denver County, Colorado",79,17,25,9,3,79,65,14,79,52,3,1,3,0,0,20,20,0,08,031,004103,4012,080310041034012,17,4,3,7,17,18,12,1,18827,0,0.0072691047,10867.9,2338.7,412.7,963.0,2338.7,2476.2,1650.8,137.6,10867.9,2338.7,3439.2,1238.1,412.7,8942.0,1926.0,10867.9,7153.6,412.7,137.6,412.7,0.0,0.0,2751.4
"Block 4013, Block Group 4, Census Tract 41.03, Denver County, Colorado",80,29,26,12,6,80,80,0,80,62,12,0,0,0,0,6,6,0,08,031,004103,4013,080310041034013,29,8,13,4,15,4,5,2,18988,0,0.0073312668,10912.2,3955.7,1773.2,545.6,2046.0,545.6,682.0,272.8,10912.2,3955.7,3546.5,1636.8,818.4,10912.2,0.0,10912.2,8456.9,1636.8,0.0,0.0,0.0,0.0,818.4
"Block 4014, Block Group 4, Census Tract 41.03, Denver County, Colorado",74,14,41,9,7,74,72,2,74,62,4,0,5,0,1,2,2,3,08,031,004103,4014,080310041034014,15,10,0,3,23,11,12,1,18831,0,0.0072706491,10177.9,2063.1,0.0,412.6,3163.4,1512.9,1650.5,137.5,10177.9,1925.6,5639.1,1237.9,962.8,9902.8,275.1,10177.9,8527.4,550.2,0.0,687.7,0.0,137.5,275.1
"Block 4015, Block Group 4, Census Tract 41.03, Denver County, Colorado",70,17,26,13,7,70,68,2,70,60,3,0,0,1,0,6,6,0,08,031,004103,4015,080310041034015,17,0,29,15,5,3,0,1,19343,0,0.0074683323,9372.9,2276.3,3883.1,2008.5,669.5,401.7,0.0,133.9,9372.9,2276.3,3481.4,1740.7,937.3,9105.1,267.8,9372.9,8033.9,401.7,0.0,0.0,133.9,0.0,803.4
"Block 5000, Block Group 5, Census Tract 41.03, Denver County, Colorado",52,11,24,9,7,52,50,2,52,37,8,0,0,0,0,7,7,0,08,031,004103,5000,080310041035000,11,2,3,27,5,2,0,2,18747,0,0.0072382167,7184.1,1519.7,414.5,3730.2,690.8,276.3,0.0,276.3,7184.1,1519.7,3315.7,1243.4,967.1,6907.8,276.3,7184.1,5111.8,1105.2,0.0,0.0,0.0,0.0,967.1
"Block 5001, Block Group 5, Census Tract 41.03, Denver County, Colorado",64,22,17,3,6,64,51,13,64,49,5,0,0,0,1,9,9,0,08,031,004103,5001,080310041035001,22,10,17,10,1,2,2,0,19044,0,0.0073528884,8704.1,2992.0,2312.0,1360.0,136.0,272.0,272.0,0.0,8704.1,2992.0,2312.0,408.0,816.0,6936.0,1768.0,8704.1,6664.0,680.0,0.0,0.0,0.0,136.0,1224.0
"Block 5002, Block Group 5, Census Tract 41.03, Denver County, Colorado",75,19,24,9,9,75,58,17,75,59,2,0,1,0,6,7,7,0,08,031,004103,5002,080310041035002,19,4,15,14,12,10,1,0,18906,0,0.0072996066,10274.5,2602.9,2054.9,1917.9,1643.9,1369.9,137.0,0.0,10274.5,2602.9,3287.8,1232.9,1232.9,7945.6,2328.9,10274.5,8082.6,274.0,0.0,137.0,0.0,822.0,959.0
"Block 5003, Block Group 5, Census Tract 41.03, Denver County, Colorado",68,25,24,7,7,68,68,0,68,44,22,0,0,0,0,2,2,0,08,031,004103,5003,080310041035003,25,7,3,9,9,9,0,6,19142,0,0.0073907262,9200.7,3382.6,405.9,1217.7,1217.7,1217.7,0.0,811.8,9200.7,3382.6,3247.3,947.1,947.1,9200.7,0.0,9200.7,5953.4,2976.7,0.0,0.0,0.0,0.0,270.6
"Block 5004, Block Group 5, Census Tract 41.03, Denver County, Colorado",53,15,24,10,5,53,47,6,53,23,25,0,0,0,0,5,5,0,08,031,004103,5004,080310041035004,16,16,8,6,6,0,2,0,18898,0,0.0072965178,7263.7,2192.8,1096.4,822.3,822.3,0.0,274.1,0.0,7263.7,2055.8,3289.2,1370.5,685.3,6441.4,822.3,7263.7,3152.2,3426.3,0.0,0.0,0.0,0.0,685.3
