NAME,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,state,county,tract,block,GEOID20,18 and younger,Ages 19-29,Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - 18 and younger,Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Total Population Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - Total Population - White,Pop. Density - Total Population - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 2049, Block Group 2, Census Tract 43.10, Denver County, Colorado",23,1,11,10,0,23,22,1,23,22,0,0,0,0,0,1,1,0,08,031,004310,2049,080310043102049,1,4,9,1,3,5,0,0,13427,0,0.0051841647,4436.6,192.9,1736.1,192.9,578.7,964.5,0.0,0.0,4436.6,192.9,2121.8,1929.0,0.0,4243.7,192.9,4436.6,4243.7,0.0,0.0,0.0,0.0,0.0,192.9
"Block 2050, Block Group 2, Census Tract 43.10, Denver County, Colorado",27,3,6,2,3,27,18,9,27,14,3,0,2,0,5,3,3,1,08,031,004310,2050,080310043102050,3,4,4,4,2,7,3,0,9578,0,0.0036980658,7301.1,811.2,1081.6,1081.6,540.8,1892.9,811.2,0.0,7301.1,811.2,1622.5,540.8,811.2,4867.4,2433.7,7301.1,3785.8,811.2,0.0,540.8,0.0,1352.1,811.2
"Block 2052, Block Group 2, Census Tract 43.10, Denver County, Colorado",43,15,13,10,3,43,42,1,43,35,4,0,0,0,0,4,4,1,08,031,004310,2052,080310043102052,15,5,5,6,3,2,3,4,14261,0,0.0055061721,7809.4,2724.2,908.1,1089.7,544.8,363.2,544.8,726.5,7809.4,2724.2,2361.0,1816.1,544.8,7627.8,181.6,7809.4,6356.5,726.5,0.0,0.0,0.0,0.0,726.5
"Block 1000, Block Group 1, Census Tract 44.03, Denver County, Colorado",62,9,20,8,2,62,32,30,62,27,6,3,1,1,18,6,6,0,08,031,004403,1000,080310044031000,9,8,28,8,2,3,4,0,20347,0,0.0078559767,7892.1,1145.6,3564.2,1018.3,254.6,381.9,509.2,0.0,7892.1,1145.6,2545.8,1018.3,254.6,4073.3,3818.7,7892.1,3436.9,763.7,381.9,127.3,127.3,2291.2,763.7
"Block 1001, Block Group 1, Census Tract 44.03, Denver County, Colorado",54,16,21,9,6,54,35,19,54,23,6,2,1,0,17,5,5,2,08,031,004403,1001,080310044031001,16,14,5,6,4,8,1,0,20512,0,0.0079196832,6818.5,2020.3,631.3,757.6,505.1,1010.1,126.3,0.0,6818.5,2020.3,2651.6,1136.4,757.6,4419.4,2399.1,6818.5,2904.2,757.6,252.5,126.3,0.0,2146.6,631.3
"Block 1002, Block Group 1, Census Tract 44.03, Denver County, Colorado",52,15,19,2,4,52,35,17,52,30,6,0,0,0,8,8,8,0,08,031,004403,1002,080310044031002,15,5,25,1,6,0,0,0,20506,0,0.0079173666,6567.8,1894.6,3157.6,126.3,757.8,0.0,0.0,0.0,6567.8,1894.6,2399.8,252.6,505.2,4420.7,2147.2,6567.8,3789.1,757.8,0.0,0.0,0.0,1010.4,1010.4
"Block 1003, Block Group 1, Census Tract 44.03, Denver County, Colorado",72,16,22,6,2,72,41,31,72,32,9,5,2,0,5,19,19,0,08,031,004403,1003,080310044031003,17,18,13,13,3,1,3,4,20262,0,0.0078231582,9203.4,2173.0,1661.7,1661.7,383.5,127.8,383.5,511.3,9203.4,2045.2,2812.2,767.0,255.7,5240.9,3962.6,9203.4,4090.4,1150.4,639.1,255.7,0.0,639.1,2428.7
"Block 1004, Block Group 1, Census Tract 44.03, Denver County, Colorado",60,11,23,12,4,60,41,19,60,28,1,7,3,0,2,19,19,0,08,031,004403,1004,080310044031004,11,8,15,16,2,5,3,1,20517,0,0.0079216137,7574.2,1388.6,1893.6,2019.8,252.5,631.2,378.7,126.2,7574.2,1388.6,2903.4,1514.8,504.9,5175.7,2398.5,7574.2,3534.6,126.2,883.7,378.7,0.0,252.5,2398.5
"Block 1005, Block Group 1, Census Tract 44.03, Denver County, Colorado",45,2,19,10,3,45,23,22,45,24,4,0,0,0,6,11,11,2,08,031,004403,1005,080310044031005,2,9,8,5,6,10,4,1,20534,0,0.0079281774,5676.0,252.3,1009.1,630.7,756.8,1261.3,504.5,126.1,5676.0,252.3,2396.5,1261.3,378.4,2901.0,2774.9,5676.0,3027.2,504.5,0.0,0.0,0.0,756.8,1387.5
"Block 1006, Block Group 1, Census Tract 44.03, Denver County, Colorado",30,2,23,9,4,30,27,3,30,20,3,0,0,0,1,6,6,0,08,031,004403,1006,080310044031006,2,3,8,0,0,7,7,3,20449,0,0.0078953589,3799.7,253.3,1013.3,0.0,0.0,886.6,886.6,380.0,3799.7,253.3,2913.1,1139.9,506.6,3419.7,380.0,3799.7,2533.1,380.0,0.0,0.0,0.0,126.7,759.9
"Block 1007, Block Group 1, Census Tract 44.03, Denver County, Colorado",47,11,11,5,1,47,33,14,47,23,9,0,0,0,6,9,9,1,08,031,004403,1007,080310044031007,11,13,4,2,9,6,3,0,20447,0,0.0078945867,5953.4,1393.4,506.7,253.3,1140.0,760.0,380.0,0.0,5953.4,1393.4,1393.4,633.3,126.7,4180.1,1773.4,5953.4,2913.4,1140.0,0.0,0.0,0.0,760.0,1140.0
"Block 1008, Block Group 1, Census Tract 44.03, Denver County, Colorado",75,14,21,8,2,75,54,21,75,50,2,0,0,1,19,3,3,1,08,031,004403,1008,080310044031008,20,30,16,5,3,3,0,0,20488,0,0.0079104168,9481.2,2528.3,2022.6,632.1,379.2,379.2,0.0,0.0,9481.2,1769.8,2654.7,1011.3,252.8,6826.4,2654.7,9481.2,6320.8,252.8,0.0,0.0,126.4,2401.9,379.2
"Block 1009, Block Group 1, Census Tract 44.03, Denver County, Colorado",60,20,22,7,5,60,19,41,60,11,10,2,1,0,14,22,22,0,08,031,004403,1009,080310044031009,21,15,8,3,9,2,1,1,20460,0,0.007899606,7595.3,2658.4,1012.7,379.8,1139.3,253.2,126.6,126.6,7595.3,2531.8,2784.9,886.1,632.9,2405.2,5190.1,7595.3,1392.5,1265.9,253.2,126.6,0.0,1772.2,2784.9
"Block 1010, Block Group 1, Census Tract 44.03, Denver County, Colorado",45,13,24,5,2,45,32,13,45,30,2,0,0,0,9,4,4,0,08,031,004403,1010,080310044031010,13,12,4,5,6,3,2,0,20456,0,0.0078980616,5697.6,1646.0,506.5,633.1,759.7,379.8,253.2,0.0,5697.6,1646.0,3038.7,633.1,253.2,4051.6,1646.0,5697.6,3798.4,253.2,0.0,0.0,0.0,1139.5,506.5
"Block 1011, Block Group 1, Census Tract 44.03, Denver County, Colorado",58,16,24,4,2,58,30,28,58,33,0,1,0,0,15,9,9,1,08,031,004403,1011,080310044031011,16,5,7,15,8,7,0,0,20471,0,0.0079038531,7338.2,2024.3,885.6,1897.8,1012.2,885.6,0.0,0.0,7338.2,2024.3,3036.5,506.1,253.0,3795.6,3542.6,7338.2,4175.2,0.0,126.5,0.0,0.0,1897.8,1138.7
"Block 1012, Block Group 1, Census Tract 44.03, Denver County, Colorado",56,6,23,4,7,56,19,37,56,29,0,2,0,0,11,14,14,0,08,031,004403,1012,080310044031012,6,19,13,6,5,0,3,4,20357,0,0.0078598377,7124.8,763.4,1654.0,763.4,636.1,0.0,381.7,508.9,7124.8,763.4,2926.3,508.9,890.6,2417.4,4707.5,7124.8,3689.6,0.0,254.5,0.0,0.0,1399.5,1781.2
"Block 1013, Block Group 1, Census Tract 44.03, Denver County, Colorado",46,6,21,5,8,46,21,25,46,13,4,0,0,0,12,17,17,1,08,031,004403,1013,080310044031013,6,13,18,1,3,1,4,0,20430,0,0.007888023,5831.6,760.6,2281.9,126.8,380.3,126.8,507.1,0.0,5831.6,760.6,2662.3,633.9,1014.2,2662.3,3169.4,5831.6,1648.1,507.1,0.0,0.0,0.0,1521.3,2155.2
"Block 1014, Block Group 1, Census Tract 44.03, Denver County, Colorado",31,14,16,10,3,31,19,12,31,15,4,1,0,0,8,3,3,0,08,031,004403,1014,080310044031014,14,0,12,2,1,1,0,1,20428,0,0.0078872508,3930.4,1775.0,1521.4,253.6,126.8,126.8,0.0,126.8,3930.4,1775.0,2028.6,1267.9,380.4,2409.0,1521.4,3930.4,1901.8,507.1,126.8,0.0,0.0,1014.3,380.4
"Block 1015, Block Group 1, Census Tract 44.03, Denver County, Colorado",52,7,18,1,7,52,31,21,52,27,1,0,0,0,13,11,11,0,08,031,004403,1015,080310044031015,7,5,2,15,15,4,0,4,20258,0,0.0078216138,6648.2,895.0,255.7,1917.8,1917.8,511.4,0.0,511.4,6648.2,895.0,2301.3,127.9,895.0,3963.4,2684.9,6648.2,3452.0,127.9,0.0,0.0,0.0,1662.1,1406.4
"Block 2000, Block Group 2, Census Tract 44.03, Denver County, Colorado",48,10,22,9,7,48,34,14,48,26,2,0,7,1,5,7,7,0,08,031,004403,2000,080310044032000,12,11,14,3,2,5,1,0,20219,0,0.0078065559,6148.7,1537.2,1793.4,384.3,256.2,640.5,128.1,0.0,6148.7,1281.0,2818.1,1152.9,896.7,4355.3,1793.4,6148.7,3330.5,256.2,0.0,896.7,128.1,640.5,896.7
"Block 2001, Block Group 2, Census Tract 44.03, Denver County, Colorado",49,4,21,3,7,49,39,10,49,25,9,7,0,0,7,1,1,0,08,031,004403,2001,080310044032001,4,5,5,18,10,5,2,0,20444,0,0.0078934284,6207.7,506.8,633.4,2280.4,1266.9,633.4,253.4,0.0,6207.7,506.8,2660.4,380.1,886.8,4940.8,1266.9,6207.7,3167.2,1140.2,886.8,0.0,0.0,886.8,126.7
"Block 2002, Block Group 2, Census Tract 44.03, Denver County, Colorado",58,11,22,10,3,58,36,22,58,27,10,0,1,0,12,8,8,0,08,031,004403,2002,080310044032002,11,17,9,3,15,2,0,3,20333,0,0.0078505713,7388.0,1401.2,1146.4,382.1,1910.7,254.8,0.0,382.1,7388.0,1401.2,2802.3,1273.8,382.1,4585.7,2802.3,7388.0,3439.2,1273.8,0.0,127.4,0.0,1528.6,1019.0
"Block 2003, Block Group 2, Census Tract 44.03, Denver County, Colorado",48,0,24,1,9,48,43,5,48,30,6,3,0,0,1,8,8,1,08,031,004403,2003,080310044032003,4,14,17,4,2,5,2,0,20424,0,0.0078857064,6087.0,507.2,2155.8,507.2,253.6,634.1,253.6,0.0,6087.0,0.0,3043.5,126.8,1141.3,5452.9,634.1,6087.0,3804.4,760.9,380.4,0.0,0.0,126.8,1014.5
"Block 2004, Block Group 2, Census Tract 44.03, Denver County, Colorado",69,14,25,6,9,69,28,41,69,22,5,0,0,0,14,28,28,5,08,031,004403,2004,080310044032004,14,5,18,13,8,11,0,0,20073,0,0.0077501853,8903.0,1806.4,2322.5,1677.4,1032.2,1419.3,0.0,0.0,8903.0,1806.4,3225.7,774.2,1161.3,3612.8,5290.2,8903.0,2838.6,645.1,0.0,0.0,0.0,1806.4,3612.8
"Block 2005, Block Group 2, Census Tract 44.03, Denver County, Colorado",42,13,24,6,0,42,27,15,42,19,10,2,1,0,8,2,2,0,08,031,004403,2005,080310044032005,13,17,1,6,0,4,1,0,20182,0,0.0077922702,5390.0,1668.3,128.3,770.0,0.0,513.3,128.3,0.0,5390.0,1668.3,3080.0,770.0,0.0,3465.0,1925.0,5390.0,2438.3,1283.3,256.7,128.3,0.0,1026.7,256.7
"Block 1028, Block Group 1, Census Tract 158, Denver County, Colorado",274,48,145,73,16,274,174,100,274,133,54,1,6,0,25,55,55,3,08,031,015800,1028,080310158001028,53,83,41,35,25,23,9,6,147307,0,0.0568752327,4817.6,931.9,720.9,615.4,439.6,404.4,158.2,105.5,4817.6,844.0,2549.4,1283.5,281.3,3059.3,1758.2,4817.6,2338.5,949.4,17.6,105.5,0.0,439.6,967.0
"Block 1025, Block Group 1, Census Tract 158, Denver County, Colorado",87,30,16,6,6,87,75,12,87,18,53,0,1,0,4,11,11,0,08,031,015800,1025,080310158001025,30,11,25,13,3,5,1,0,9628,0,0.0037173708,23403.6,8070.2,6725.2,3497.1,807.0,1345.0,269.0,0.0,23403.6,8070.2,4304.1,1614.0,1614.0,20175.5,3228.1,23403.6,4842.1,14257.4,0.0,269.0,0.0,1076.0,2959.1
"Block 1026, Block Group 1, Census Tract 158, Denver County, Colorado",85,28,25,9,15,85,68,17,85,16,35,0,5,1,5,23,23,1,08,031,015800,1026,080310158001026,29,15,19,5,13,2,2,1,8788,0,0.0033930468,25051.2,8546.9,5599.7,1473.6,3831.4,589.4,589.4,294.7,25051.2,8252.2,7368.0,2652.5,4420.8,20041.0,5010.2,25051.2,4715.5,10315.2,0.0,1473.6,294.7,1473.6,6778.6
"Block 1027, Block Group 1, Census Tract 158, Denver County, Colorado",186,39,101,51,6,186,119,67,186,64,44,0,14,0,30,34,34,0,08,031,015800,1027,080310158001027,42,76,30,28,10,1,0,0,120038,0,0.0463466718,4013.2,906.2,647.3,604.1,215.8,21.6,0.0,0.0,4013.2,841.5,2179.2,1100.4,129.5,2567.6,1445.6,4013.2,1380.9,949.4,0.0,302.1,0.0,647.3,733.6
"Block 1029, Block Group 1, Census Tract 158, Denver County, Colorado",104,40,38,16,4,104,67,37,104,28,32,2,1,0,12,29,29,0,08,031,015800,1029,080310158001029,40,26,15,11,1,8,5,0,16531,0,0.0063826191,16294.3,6267.0,2350.1,1723.4,156.7,1253.4,783.4,0.0,16294.3,6267.0,5953.7,2506.8,626.7,10497.3,5797.0,16294.3,4386.9,5013.6,313.4,156.7,0.0,1880.1,4543.6
"Block 1030, Block Group 1, Census Tract 158, Denver County, Colorado",54,23,12,7,1,54,32,22,54,15,13,3,1,3,1,18,18,0,08,031,015800,1030,080310158001030,23,5,11,5,7,3,0,0,8498,0,0.0032810778,16458.0,7009.9,3352.6,1523.9,2133.4,914.3,0.0,0.0,16458.0,7009.9,3657.3,2133.4,304.8,9752.9,6705.1,16458.0,4571.7,3962.1,914.3,304.8,914.3,304.8,5486.0
"Block 1031, Block Group 1, Census Tract 158, Denver County, Colorado",233,80,85,35,11,233,176,57,233,50,119,1,5,2,20,36,36,5,08,031,015800,1031,080310158001031,87,44,41,20,21,13,6,1,25860,0,0.009984546,23336.1,8713.5,4106.3,2003.1,2103.3,1302.0,600.9,100.2,23336.1,8012.4,8513.2,3505.4,1101.7,17627.2,5708.8,23336.1,5007.7,11918.4,100.2,500.8,200.3,2003.1,3605.6
"Block 1032, Block Group 1, Census Tract 158, Denver County, Colorado",115,59,38,9,9,115,75,40,115,29,42,1,0,6,17,20,20,0,08,031,015800,1032,080310158001032,61,1,33,8,7,5,0,0,15041,0,0.0058073301,19802.6,10504.0,5682.5,1377.6,1205.4,861.0,0.0,0.0,19802.6,10159.6,6543.5,1549.8,1549.8,12914.7,6887.8,19802.6,4993.7,7232.2,172.2,0.0,1033.2,2927.3,3443.9
"Block 3006, Block Group 3, Census Tract 9.03, Denver County, Colorado",86,29,21,14,2,86,19,67,86,32,2,3,0,0,4,45,45,0,08,031,000903,3006,080310009033006,29,9,21,3,13,7,3,1,18201,0,0.0070274060999999995,12237.8,4126.7,2988.3,426.9,1849.9,996.1,426.9,142.3,12237.8,4126.7,2988.3,1992.2,284.6,2703.7,9534.1,12237.8,4553.6,284.6,426.9,0.0,0.0,569.2,6403.5
"Block 3003, Block Group 3, Census Tract 9.03, Denver County, Colorado",62,28,25,4,5,62,17,45,62,27,0,0,0,0,6,29,29,0,08,031,000903,3003,080310009033003,28,8,5,11,3,7,0,0,18081,0,0.0069810741,8881.2,4010.8,716.2,1575.7,429.7,1002.7,0.0,0.0,8881.2,4010.8,3581.1,573.0,716.2,2435.2,6446.0,8881.2,3867.6,0.0,0.0,0.0,0.0,859.5,4154.1
"Block 3004, Block Group 3, Census Tract 9.03, Denver County, Colorado",67,12,22,13,2,67,21,46,67,30,2,3,0,0,9,23,23,1,08,031,000903,3004,080310009033004,20,22,10,5,3,5,2,0,18084,0,0.0069822324,9595.8,2864.4,1432.2,716.1,429.7,716.1,286.4,0.0,9595.8,1718.6,3150.9,1861.9,286.4,3007.6,6588.2,9595.8,4296.6,286.4,429.7,0.0,0.0,1289.0,3294.1
"Block 3005, Block Group 3, Census Tract 9.03, Denver County, Colorado",99,25,23,8,6,99,11,88,99,13,2,2,1,0,30,51,51,0,08,031,000903,3005,080310009033005,25,11,20,23,9,4,5,2,18116,0,0.0069945876,14153.8,3574.2,2859.4,3288.3,1286.7,571.9,714.8,285.9,14153.8,3574.2,3288.3,1143.7,857.8,1572.6,12581.2,14153.8,1858.6,285.9,285.9,143.0,0.0,4289.0,7291.4
"Block 3007, Block Group 3, Census Tract 9.03, Denver County, Colorado",77,26,18,10,3,77,25,52,77,38,0,0,0,0,30,9,9,1,08,031,000903,3007,080310009033007,26,23,9,5,11,3,0,0,18147,0,0.0070065566999999995,10989.7,3710.8,1284.5,713.6,1570.0,428.2,0.0,0.0,10989.7,3710.8,2569.0,1427.2,428.2,3568.1,7421.6,10989.7,5423.5,0.0,0.0,0.0,0.0,4281.7,1284.5
"Block 3008, Block Group 3, Census Tract 9.03, Denver County, Colorado",90,30,24,12,5,90,21,69,90,38,4,0,2,0,25,21,21,2,08,031,000903,3008,080310009033008,31,17,1,25,9,6,0,1,18097,0,0.0069872517,12880.6,4436.7,143.1,3577.9,1288.1,858.7,0.0,143.1,12880.6,4293.5,3434.8,1717.4,715.6,3005.5,9875.1,12880.6,5438.5,572.5,0.0,286.2,0.0,3577.9,3005.5
"Block 3009, Block Group 3, Census Tract 9.03, Denver County, Colorado",95,31,29,9,5,95,29,66,95,37,0,4,0,0,36,18,18,0,08,031,000903,3009,080310009033009,31,24,15,7,1,10,6,1,24543,0,0.0094760523,10025.3,3271.4,1582.9,738.7,105.5,1055.3,633.2,105.5,10025.3,3271.4,3060.3,949.8,527.6,3060.3,6964.9,10025.3,3904.6,0.0,422.1,0.0,0.0,3799.1,1899.5
"Block 3010, Block Group 3, Census Tract 9.03, Denver County, Colorado",70,16,29,22,0,70,36,34,70,49,0,6,0,0,3,12,12,0,08,031,000903,3010,080310009033010,16,8,26,5,5,7,3,0,24916,0,0.0096200676,7276.5,1663.2,2702.7,519.7,519.7,727.6,311.8,0.0,7276.5,1663.2,3014.5,2286.9,0.0,3742.2,3534.3,7276.5,5093.5,0.0,623.7,0.0,0.0,311.8,1247.4
"Block 3011, Block Group 3, Census Tract 9.03, Denver County, Colorado",85,16,25,20,5,85,23,62,85,45,0,1,1,0,22,16,16,0,08,031,000903,3011,080310009033011,16,14,32,16,3,2,1,1,25102,0,0.0096918822,8770.2,1650.9,3301.7,1650.9,309.5,206.4,103.2,103.2,8770.2,1650.9,2579.5,2063.6,515.9,2373.1,6397.1,8770.2,4643.1,0.0,103.2,103.2,0.0,2269.9,1650.9
"Block 3012, Block Group 3, Census Tract 9.03, Denver County, Colorado",24,10,7,4,3,24,7,17,24,9,0,0,1,0,2,12,12,0,08,031,000903,3012,080310009033012,11,6,3,0,0,1,3,0,6223,0,0.0024027003,9988.8,4578.2,1248.6,0.0,0.0,416.2,1248.6,0.0,9988.8,4162.0,2913.4,1664.8,1248.6,2913.4,7075.4,9988.8,3745.8,0.0,0.0,416.2,0.0,832.4,4994.4
"Block 3013, Block Group 3, Census Tract 9.03, Denver County, Colorado",27,8,6,3,0,27,14,13,27,15,0,3,0,0,3,6,6,0,08,031,000903,3013,080310009033013,8,7,5,0,2,6,0,0,6302,0,0.0024332022,11096.5,3287.8,2054.9,0.0,822.0,2465.9,0.0,0.0,11096.5,3287.8,2465.9,1232.9,0.0,5753.7,5342.8,11096.5,6164.7,0.0,1232.9,0.0,0.0,1232.9,2465.9
"Block 3014, Block Group 3, Census Tract 9.03, Denver County, Colorado",19,5,9,3,1,19,3,16,19,1,0,0,2,0,14,2,2,0,08,031,000903,3014,080310009033014,5,0,6,0,3,1,3,1,6341,0,0.0024482601,7760.6,2042.3,2450.7,0.0,1225.4,408.5,1225.4,408.5,7760.6,2042.3,3676.1,1225.4,408.5,1225.4,6535.3,7760.6,408.5,0.0,0.0,816.9,0.0,5718.3,816.9
"Block 4000, Block Group 4, Census Tract 9.03, Denver County, Colorado",81,26,18,5,8,81,12,69,81,26,0,1,2,0,46,6,6,0,08,031,000903,4000,080310009034000,30,10,12,7,18,4,0,0,18676,0,0.0072108036,11233.1,4160.4,1664.2,970.8,2496.3,554.7,0.0,0.0,11233.1,3605.7,2496.3,693.4,1109.4,1664.2,9569.0,11233.1,3605.7,0.0,138.7,277.4,0.0,6379.3,832.1
"Block 4001, Block Group 4, Census Tract 9.03, Denver County, Colorado",48,4,20,13,4,48,8,40,48,3,5,0,0,0,28,12,12,0,08,031,000903,4001,080310009034001,4,12,8,17,6,1,0,0,18478,0,0.0071343558,6728.0,560.7,1121.3,2382.8,841.0,140.2,0.0,0.0,6728.0,560.7,2803.3,1822.2,560.7,1121.3,5606.7,6728.0,420.5,700.8,0.0,0.0,0.0,3924.7,1682.0
"Block 4002, Block Group 4, Census Tract 9.03, Denver County, Colorado",64,10,19,12,2,64,24,40,64,28,1,2,1,0,7,25,25,1,08,031,000903,4002,080310009034002,11,19,5,3,8,11,4,5,18141,0,0.0070042401,9137.3,1570.5,713.9,428.3,1142.2,1570.5,571.1,713.9,9137.3,1427.7,2712.6,1713.2,285.5,3426.5,5710.8,9137.3,3997.6,142.8,285.5,142.8,0.0,999.4,3569.3
"Block 4003, Block Group 4, Census Tract 9.03, Denver County, Colorado",50,8,18,9,5,50,14,36,50,14,0,1,0,0,23,12,12,2,08,031,000903,4003,080310009034003,9,9,12,3,7,7,3,0,18062,0,0.0069737382,7169.8,1290.6,1720.7,430.2,1003.8,1003.8,430.2,0.0,7169.8,1147.2,2581.1,1290.6,717.0,2007.5,5162.2,7169.8,2007.5,0.0,143.4,0.0,0.0,3298.1,1720.7
"Block 4004, Block Group 4, Census Tract 9.03, Denver County, Colorado",36,12,16,4,5,36,20,16,36,18,0,1,2,0,4,11,11,0,08,031,000903,4004,080310009034004,12,0,1,4,12,4,3,0,18131,0,0.0070003791,5142.6,1714.2,142.8,571.4,1714.2,571.4,428.5,0.0,5142.6,1714.2,2285.6,571.4,714.2,2857.0,2285.6,5142.6,2571.3,0.0,142.8,285.7,0.0,571.4,1571.3
"Block 4005, Block Group 4, Census Tract 9.03, Denver County, Colorado",57,13,19,8,11,57,9,48,57,14,1,0,1,0,30,11,11,0,08,031,000903,4005,080310009034005,14,4,23,14,2,0,0,0,19139,0,0.0073895678999999995,7713.6,1894.6,3112.5,1894.6,270.7,0.0,0.0,0.0,7713.6,1759.2,2571.2,1082.6,1488.6,1217.9,6495.6,7713.6,1894.6,135.3,0.0,135.3,0.0,4059.8,1488.6
"Block 4006, Block Group 4, Census Tract 9.03, Denver County, Colorado",57,19,20,4,2,57,22,35,57,26,2,4,0,0,11,14,14,1,08,031,000903,4006,080310009034006,19,12,13,5,3,1,4,1,17432,0,0.0067304952,8468.9,2823.0,1931.5,742.9,445.7,148.6,594.3,148.6,8468.9,2823.0,2971.5,594.3,297.2,3268.7,5200.2,8468.9,3863.0,297.2,594.3,0.0,0.0,1634.4,2080.1
"Block 4007, Block Group 4, Census Tract 9.03, Denver County, Colorado",71,20,23,13,4,71,26,45,71,42,1,0,0,1,18,9,9,0,08,031,000903,4007,080310009034007,20,9,18,16,2,0,5,2,18150,0,0.007007715,10131.7,2854.0,2568.6,2283.2,285.4,0.0,713.5,285.4,10131.7,2854.0,3282.1,1855.1,570.8,3710.2,6421.5,10131.7,5993.4,142.7,0.0,0.0,142.7,2568.6,1284.3
"Block 4008, Block Group 4, Census Tract 9.03, Denver County, Colorado",62,18,17,5,3,62,11,51,62,27,3,0,0,0,7,25,25,0,08,031,000903,4008,080310009034008,20,7,10,6,14,2,3,0,17971,0,0.0069386031,8935.5,2882.4,1441.2,864.7,2017.7,288.2,432.4,0.0,8935.5,2594.2,2450.1,720.6,432.4,1585.3,7350.2,8935.5,3891.3,432.4,0.0,0.0,0.0,1008.8,3603.0
"Block 4009, Block Group 4, Census Tract 9.03, Denver County, Colorado",63,23,18,6,2,63,9,54,63,16,1,1,0,0,28,17,17,3,08,031,000903,4009,080310009034009,31,9,2,2,4,10,4,1,17955,0,0.0069324255,9087.7,4471.7,288.5,288.5,577.0,1442.5,577.0,144.2,9087.7,3317.7,2596.5,865.5,288.5,1298.2,7789.5,9087.7,2308.0,144.2,144.2,0.0,0.0,4039.0,2452.2
"Block 4010, Block Group 4, Census Tract 9.03, Denver County, Colorado",27,5,11,1,3,27,7,20,27,9,0,1,0,0,5,12,12,0,08,031,000903,4010,080310009034010,10,15,1,1,0,0,0,0,18464,0,0.0071289504,3787.4,1402.7,140.3,140.3,0.0,0.0,0.0,0.0,3787.4,701.4,1543.0,140.3,420.8,981.9,2805.5,3787.4,1262.5,0.0,140.3,0.0,0.0,701.4,1683.3
"Block 4011, Block Group 4, Census Tract 9.03, Denver County, Colorado",81,23,19,12,5,81,20,61,81,21,0,4,1,0,40,15,15,0,08,031,000903,4011,080310009034011,24,22,11,8,13,3,0,0,18539,0,0.0071579079,11316.2,3352.9,1536.8,1117.6,1816.2,419.1,0.0,0.0,11316.2,3213.2,2654.4,1676.5,698.5,2794.1,8522.0,11316.2,2933.8,0.0,558.8,139.7,0.0,5588.2,2095.6
"Block 4012, Block Group 4, Census Tract 9.03, Denver County, Colorado",51,11,17,11,2,51,12,39,51,21,3,1,1,0,20,5,5,0,08,031,000903,4012,080310009034012,11,3,19,4,7,3,1,3,18479,0,0.0071347419,7148.1,1541.8,2663.0,560.6,981.1,420.5,140.2,420.5,7148.1,1541.8,2382.7,1541.8,280.3,1681.9,5466.2,7148.1,2943.3,420.5,140.2,140.2,0.0,2803.2,700.8
"Block 4013, Block Group 4, Census Tract 9.03, Denver County, Colorado",65,6,22,14,6,65,25,40,65,32,1,0,0,0,27,5,5,1,08,031,000903,4013,080310009034013,6,23,4,11,9,8,2,2,18359,0,0.0070884099,9169.9,846.5,564.3,1551.8,1269.7,1128.6,282.2,282.2,9169.9,846.5,3103.7,1975.1,846.5,3526.9,5643.0,9169.9,4514.4,141.1,0.0,0.0,0.0,3809.0,705.4
"Block 4014, Block Group 4, Census Tract 9.03, Denver County, Colorado",52,3,20,4,8,52,22,30,52,15,0,0,5,0,12,20,20,0,08,031,000903,4014,080310009034014,3,16,15,9,8,1,0,0,18136,0,0.0070023096,7426.1,428.4,2142.2,1285.3,1142.5,142.8,0.0,0.0,7426.1,428.4,2856.2,571.2,1142.5,3141.8,4284.3,7426.1,2142.2,0.0,0.0,714.1,0.0,1713.7,2856.2
"Block 4015, Block Group 4, Census Tract 9.03, Denver County, Colorado",60,24,21,1,11,60,13,47,60,21,0,18,0,0,18,3,3,0,08,031,000903,4015,080310009034015,24,5,10,2,10,7,1,1,18176,0,0.0070177536,8549.7,3419.9,1425.0,285.0,1425.0,997.5,142.5,142.5,8549.7,3419.9,2992.4,142.5,1567.5,1852.4,6697.3,8549.7,2992.4,0.0,2564.9,0.0,0.0,2564.9,427.5
